sellChampagne,sellConjac,sellPivo,sellVina,sellVodka,year,region,id,vrp,priceVodka,priceVino20,priceVino14,priceConjac_rus,priceChamp_rus,pricePivo_rus,pricePivo_for,umemp,doc,ipc,pop,dtp,price1vod,otravl,suicide
1.2,0.6,73.8,8.5,10.6,2014,,43.0,250340.3,,426.26,276.21,956.81,209.61,76.59,255.62,5.1,6025.0,106.05,1310929.0,,485.79,29.06,36.096
1.2,0.6,72.9,8.1,10.1,2015,,43.0,,,502.57,307.13,1014.42,227.51,86.06,282.75,5.3,,113.23,1304348.0,,474.33,,
0.5,0.1,28.0,4.2,16.5,2003,,44.0,29692.1,,131.97,84.22,389.36,104.03,19.57,84.65,6.1,2613.0,113.5,734453.0,129.8,101.01,72.2,48.8
0.5,0.1,32.7,5.9,18.0,2004,,44.0,37787.4,148.82,144.46,88.09,482.96,101.68,21.78,105.46,5.9,2602.0,112.9,723142.0,133.0,118.53,65.7,43.2
0.5,0.1,38.2,5.7,19.7,2005,,44.0,44684.7,187.7,152.46,94.31,490.6,108.8,24.09,98.89,4.9,2568.0,109.2,711978.0,183.2,126.13,67.9,38.8
0.6,0.2,32.4,5.6,16.9,2006,,44.0,54351.1,193.93,160.78,96.23,492.27,109.48,26.64,105.02,4.9,2583.0,107.1,699761.0,212.2,140.34,52.3,32.6
0.9,0.4,53.7,7.0,15.8,2007,,44.0,65700.4,232.43,202.55,111.95,495.49,120.27,34.22,120.79,3.3,2608.0,107.15,689815.0,213.9,145.79,40.6,33.9
0.9,0.4,62.3,7.1,13.2,2008,,44.0,81040.7,238.76,216.5,112.43,597.0,129.72,34.48,155.91,4.9,2476.0,112.04,683416.0,195.4,167.9,39.011,28.502
1.0,0.4,60.8,7.5,12.4,2009,,44.0,78920.7,273.59,240.88,128.9,818.11,141.03,38.75,168.0,8.2,2427.0,113.91,677793.0,163.6,174.47,30.565,29.986
1.2,0.5,56.1,8.5,12.8,2010,,44.0,98130.7,300.39,269.63,153.59,905.15,149.03,43.52,214.45,6.0,2307.0,107.71,672938.0,163.8,208.33,28.7,23.6
1.28,0.51,59.69,8.11,11.87,2011,,44.0,116629.8,328.95,298.8,182.42,836.44,163.96,54.09,217.3,5.1,2364.0,108.45,666391.0,145.2,227.36,23.5,22.1
1.3,0.5,79.6,7.7,12.3,2012,,44.0,130840.4,378.14,313.6,215.56,879.58,173.88,57.31,210.33,4.8,2355.0,106.07,661764.0,132.2,289.09,19.8,20.1
1.3,0.6,52.4,6.6,11.5,2013,,44.0,139015.9,480.85,360.69,229.59,1020.77,191.87,65.21,236.17,4.9,2333.0,106.73,658906.0,122.7,380.66,17.9,24.3
1.1,0.5,52.0,7.3,9.0,2014,,44.0,146311.2,,437.25,244.12,1172.45,214.47,74.4,262.05,4.3,2304.0,105.59,656389.0,,527.37,15.106,21.057
1.0,0.5,54.8,6.7,8.4,2015,,44.0,,,433.7,264.38,1381.05,217.11,84.86,278.42,5.3,,115.76,654390.0,,560.74,,
0.4,0.1,42.6,3.5,9.2,2003,,45.0,37046.2,,114.47,94.43,234.76,99.52,21.57,93.11,9.4,2766.0,111.4,1016184.0,130.9,99.47,57.4,60.5
0.4,0.1,43.5,4.5,8.3,2004,,45.0,42470.6,313.24,120.8,107.1,272.87,103.2,22.1,100.78,12.4,2711.0,109.6,999446.0,136.3,117.88,62.7,64.1
0.6,0.1,45.9,4.8,7.4,2005,,45.0,50245.8,329.23,128.81,114.57,370.46,107.25,23.89,108.68,11.4,2664.0,111.7,981029.0,143.2,124.57,55.9,53.4
0.6,0.2,56.9,5.0,6.9,2006,,45.0,68434.5,345.27,138.45,119.14,406.1,114.48,26.42,113.43,12.2,2682.0,109.47,961815.0,144.6,134.97,51.2,51.7
0.9,0.3,68.0,6.6,8.0,2007,,45.0,81076.0,369.64,137.93,130.05,491.75,117.86,28.84,121.22,8.5,2658.0,109.63,946068.0,161.4,143.64,28.9,49.2
1.0,0.4,81.1,9.0,9.0,2008,,45.0,106223.2,358.01,144.68,143.41,518.48,126.91,31.22,116.78,9.3,2717.0,112.42,934512.0,161.2,157.9,25.404,50.494
0.9,0.3,84.0,9.1,9.0,2009,,45.0,107914.5,448.86,194.82,197.34,681.56,142.31,37.2,131.56,13.2,2745.0,114.63,925180.0,154.8,160.33,29.049,50.204
0.9,0.4,82.4,8.4,8.5,2010,,45.0,117879.5,482.91,215.72,211.1,776.98,155.96,42.94,113.61,12.1,2700.0,107.03,918585.0,153.1,192.54,24.6,43.1
1.01,0.42,85.81,6.98,7.72,2011,,45.0,136325.1,485.92,233.94,240.74,694.19,163.71,53.24,119.71,10.0,2707.0,108.82,908813.0,152.7,225.58,28.0,44.5
1.1,0.4,82.5,5.8,7.5,2012,,45.0,146045.5,515.69,241.17,242.24,738.14,175.59,60.66,136.94,8.7,2680.0,106.49,896264.0,158.2,281.21,21.2,46.1
1.3,0.5,77.6,4.9,5.8,2013,,45.0,167037.9,598.23,284.86,263.48,786.87,191.26,66.1,146.21,7.5,2647.0,105.72,885759.0,157.5,366.46,27.6,43.6
1.3,0.4,70.0,5.0,4.2,2014,,45.0,168961.1,,331.03,288.15,904.68,203.89,74.51,153.76,7.0,2625.0,105.12,877149.0,,568.56,22.553,40.298
1.1,0.4,69.2,5.1,3.5,2015,,45.0,,,328.22,310.11,1006.66,226.02,87.17,213.31,7.5,,115.15,869814.0,,587.21,,
1.1,0.3,67.8,3.3,7.5,2003,,46.0,56383.1,,110.16,101.31,442.48,103.6,20.77,,8.5,5993.0,116.2,1231097.0,137.9,114.43,9.1,27.7
0.8,0.3,90.9,6.5,7.2,2004,,46.0,76506.1,245.15,130.04,108.19,493.65,101.39,22.29,,7.5,5782.0,109.9,1213372.0,132.8,132.15,9.7,29.3
1.5,0.3,72.5,7.4,7.9,2005,,46.0,86624.9,256.52,133.0,114.88,516.7,105.59,25.72,,7.2,5891.0,109.4,1195812.0,159.8,150.22,9.6,24.4
1.3,0.3,81.4,5.4,7.2,2006,,46.0,104035.7,224.34,113.62,111.55,490.55,105.05,29.11,61.93,7.2,5905.0,105.78,1177627.0,184.1,171.71,11.6,25.7
1.4,0.4,72.4,6.1,8.0,2007,,46.0,128799.0,259.26,123.61,116.11,581.95,110.08,32.45,68.08,4.9,6112.0,109.47,1161582.0,194.1,196.7,9.9,18.3
1.2,0.4,69.1,6.0,7.7,2008,,46.0,167865.8,266.68,130.63,117.79,628.72,120.83,33.27,78.02,6.3,6267.0,116.9,1151857.0,178.1,209.9,5.35,18.206
1.2,0.4,70.1,6.4,8.4,2009,,46.0,161570.9,307.81,156.06,125.94,770.76,134.22,38.32,85.44,8.8,6198.0,118.47,1143329.0,164.0,177.67,4.687,16.406
1.3,0.4,69.4,6.6,8.4,2010,,46.0,193648.6,269.22,187.59,170.71,723.27,159.41,41.39,100.98,8.2,6529.0,109.36,1134990.0,166.8,195.09,2.8,10.4
1.43,0.49,71.19,6.33,7.73,2011,,46.0,228851.4,296.61,198.17,202.5,850.75,170.14,49.98,112.96,6.3,6405.0,108.45,1125648.0,173.7,219.06,2.4,9.9
1.5,0.6,60.7,5.6,7.7,2012,,46.0,248213.1,447.67,269.61,234.16,862.27,188.0,58.97,120.46,5.1,6360.0,105.29,1121563.0,183.9,272.32,2.9,8.3
1.7,0.6,51.9,5.1,7.6,2013,,46.0,271542.5,558.69,292.26,235.2,931.4,207.08,67.84,135.27,4.6,5732.0,104.63,1119262.0,182.8,361.05,2.3,11.3
1.6,0.5,44.8,5.7,4.3,2014,,46.0,297435.6,,334.69,249.31,1024.34,222.37,74.25,147.61,3.9,5789.0,104.84,1118915.0,,467.71,1.61,9.39
1.4,0.5,41.9,4.7,4.1,2015,,46.0,,,378.38,282.52,1188.56,239.16,84.64,166.89,4.2,,113.98,1117378.0,,468.11,,
2.2,0.6,66.3,8.1,18.5,2003,,47.0,121222.3,,97.74,97.09,247.31,105.15,22.92,67.1,8.6,4979.0,113.0,1667150.0,178.7,112.22,31.7,38.2
3.7,0.7,68.5,10.0,20.4,2004,,47.0,166445.0,250.73,102.56,102.54,302.21,112.09,25.53,79.58,6.9,5132.0,114.9,1673287.0,178.3,128.81,33.9,33.3
3.9,0.8,66.7,10.9,23.2,2005,,47.0,205416.9,258.09,112.29,108.57,333.55,117.11,28.19,79.99,7.2,5159.0,112.0,1681445.0,177.9,145.54,34.0,32.5
2.2,0.9,79.3,9.6,19.4,2006,,47.0,265260.4,284.65,125.66,120.21,351.63,121.03,30.11,94.99,5.8,5105.0,108.69,1685376.0,196.5,169.81,32.6,31.1
1.9,1.1,73.0,8.5,13.6,2007,,47.0,309028.6,313.05,152.16,139.52,399.9,128.12,32.14,82.96,3.9,5923.0,108.35,1691111.0,202.4,197.23,31.0,27.3
2.3,1.5,73.2,9.0,15.1,2008,,47.0,383255.4,444.01,165.54,149.5,413.72,132.45,37.16,86.05,6.0,5801.0,112.87,1692577.0,195.6,246.4,27.502,26.093
2.4,1.9,74.7,10.8,18.8,2009,,47.0,430395.5,426.59,195.77,158.81,476.68,147.02,43.61,92.17,6.9,5928.0,116.0,1698900.0,190.2,254.46,24.038,26.491
2.3,2.0,77.3,10.5,17.8,2010,,47.0,490303.7,471.6,222.92,173.82,523.47,153.03,51.33,96.35,5.2,5909.0,107.7,1704905.0,194.0,265.71,23.2,22.8
2.52,1.62,86.7,8.54,15.38,2011,,47.0,581712.0,520.0,254.83,194.08,557.45,161.9,58.72,108.84,4.3,5933.0,108.64,1718581.0,203.1,304.11,18.5,19.3
2.1,1.5,81.3,7.4,14.4,2012,,47.0,672066.9,596.14,282.07,210.24,606.2,174.92,66.51,112.69,3.2,6024.0,106.51,1733907.0,205.2,372.89,18.4,20.8
2.0,1.2,73.6,6.6,12.2,2013,,47.0,678718.3,681.64,325.61,221.51,682.04,189.94,71.6,121.62,4.3,6059.0,105.6,1751135.0,215.9,459.04,17.5,22.1
2.0,1.3,49.7,9.2,10.6,2014,,47.0,713965.1,,380.13,244.94,803.22,202.37,77.68,134.43,4.5,5930.0,104.89,1763924.0,,609.55,18.477,17.178
1.8,1.3,46.2,8.8,9.8,2015,,47.0,,,467.67,281.43,970.26,222.4,88.51,156.1,5.1,,115.28,1775540.0,,655.67,,
0.7,0.2,54.9,2.7,10.1,2003,,48.0,96241.9,,69.6,111.41,483.02,100.53,21.16,101.89,4.5,4785.0,113.4,1211008.0,147.3,102.92,33.7,25.7
0.7,0.2,56.5,2.8,10.2,2004,,48.0,141778.3,247.08,73.66,111.9,578.47,103.61,22.08,103.92,4.3,4808.0,112.9,1205271.0,161.5,117.49,34.9,25.7
0.8,0.2,57.1,3.1,10.5,2005,,48.0,145194.4,256.95,89.8,110.76,602.79,104.29,23.29,129.7,8.2,4756.0,110.9,1198580.0,184.2,140.1,32.3,25.1
0.8,0.2,62.3,3.4,10.4,2006,,48.0,179057.3,262.2,99.33,123.44,663.76,108.65,24.41,147.75,4.9,4916.0,108.49,1193890.0,190.1,146.52,34.0,25.0
1.1,0.3,72.5,6.9,10.5,2007,,48.0,209821.5,293.93,122.13,142.76,743.53,117.63,26.67,173.58,2.7,4987.0,107.84,1190408.0,207.6,158.99,22.7,23.9
1.1,0.4,74.5,7.5,9.0,2008,,48.0,259532.2,313.18,131.47,147.65,698.23,126.49,32.3,181.3,5.0,4949.0,113.45,1186707.0,200.4,174.5,25.127,19.896
1.2,0.4,70.7,7.9,9.3,2009,,48.0,226662.0,343.08,154.94,161.88,753.73,144.08,36.03,169.37,5.6,4901.0,116.97,1181981.0,186.0,187.25,16.371,20.076
1.4,0.5,74.5,8.2,9.3,2010,,48.0,248544.9,368.71,165.56,180.66,784.32,155.74,42.64,202.29,4.5,4730.0,107.12,1177052.0,192.0,201.54,14.6,16.3
1.32,0.45,77.72,6.48,8.85,2011,,48.0,287816.8,353.75,191.99,202.26,837.77,164.02,49.32,219.46,4.9,4835.0,106.62,1172026.0,191.7,216.53,19.3,19.2
1.4,0.5,77.7,5.7,8.1,2012,,48.0,293301.3,388.0,228.99,201.86,802.37,178.18,56.44,236.33,3.6,4849.0,105.15,1165916.0,191.1,283.43,19.5,19.3
1.2,0.5,72.0,5.2,7.1,2013,,48.0,315685.4,474.55,247.61,216.35,875.15,200.16,65.52,223.1,3.7,4992.0,105.79,1162235.0,183.5,368.74,16.8,18.9
1.2,0.4,56.8,6.4,5.0,2014,,48.0,395700.1,,267.93,238.12,1015.08,219.94,72.29,216.52,3.7,4943.0,104.83,1159866.0,,525.53,20.711,19.675
1.3,0.5,53.0,6.8,5.0,2015,,48.0,,,298.9,268.76,1144.58,244.4,79.89,237.02,4.1,,114.89,1157865.0,,527.08,,
1.8,0.4,43.2,4.8,18.4,2003,,49.0,24325.9,,139.34,132.25,704.72,175.74,32.4,57.72,10.0,974.0,111.9,181832.0,221.2,165.3,41.1,24.4
1.9,0.5,39.4,5.9,16.8,2004,,49.0,24612.3,276.78,137.48,139.18,728.87,161.72,33.66,57.52,8.0,982.0,109.4,178069.0,224.4,197.41,28.9,26.1
2.0,0.7,40.2,6.7,16.5,2005,,49.0,27167.8,291.49,138.72,137.27,712.83,157.47,32.78,57.22,6.9,940.0,112.4,173937.0,228.8,211.65,61.2,23.1
2.5,0.7,42.4,6.6,16.3,2006,,49.0,31203.2,295.76,149.25,154.51,783.04,165.21,38.18,62.46,5.3,947.0,112.03,170397.0,232.4,232.95,44.7,18.2
3.2,0.9,42.0,7.3,16.3,2007,,49.0,35314.4,317.27,169.72,157.4,854.59,172.24,40.02,73.2,5.6,943.0,105.71,166902.0,235.7,242.57,36.5,18.5
3.6,1.1,34.2,8.1,17.1,2008,,49.0,42053.8,323.04,188.98,155.49,856.64,161.56,52.35,88.68,7.2,896.0,111.32,163989.0,238.2,267.1,45.014,17.64
3.8,1.2,41.5,8.8,20.8,2009,,49.0,47895.9,360.39,206.14,169.11,895.03,180.6,60.81,95.96,6.5,891.0,117.78,160940.0,206.9,278.87,21.59,19.123
4.0,1.5,55.5,7.9,18.1,2010,,49.0,59619.7,353.53,218.08,183.99,939.9,190.24,69.46,112.87,5.6,870.0,108.46,159002.0,208.5,281.51,26.6,22.2
4.06,1.6,55.4,8.17,17.53,2011,,49.0,72174.2,359.05,214.39,215.22,964.54,193.28,83.57,128.89,4.5,860.0,109.31,156534.0,218.0,278.22,7.1,11.6
4.9,2.1,59.9,8.0,24.3,2012,,49.0,78417.9,689.25,320.15,215.81,1093.99,288.29,94.77,159.54,3.4,863.0,107.21,154485.0,204.7,342.24,3.9,18.3
4.3,2.1,61.6,6.8,17.8,2013,,49.0,88905.9,820.9,327.61,245.33,1291.86,332.58,102.63,182.06,2.9,895.0,108.23,152358.0,175.1,467.02,9.3,20.5
4.3,2.0,63.5,7.7,16.5,2014,,49.0,97015.6,,380.43,251.14,1335.97,372.6,127.73,217.86,3.1,892.0,108.31,150312.0,,693.54,6.703,10.054
3.7,1.6,56.3,7.1,13.5,2015,,49.0,,,555.43,259.73,1325.5,401.92,137.64,250.07,4.3,,113.03,148071.0,,847.89,,
0.8,0.4,29.6,4.0,20.5,2003,,50.0,412089.3,,86.78,91.9,372.22,106.16,26.01,63.52,4.4,22742.0,111.7,6616879.0,211.5,111.64,37.7,25.1
0.8,0.8,30.5,5.7,21.8,2004,,50.0,535204.4,225.0,102.04,100.94,407.63,112.98,28.16,65.12,3.8,23874.0,112.3,6671325.0,208.1,125.0,35.3,24.5
1.1,1.1,32.3,7.3,19.8,2005,,50.0,708062.1,237.57,111.73,109.48,441.31,117.48,29.32,69.89,3.2,23538.0,111.3,6736742.0,211.2,136.4,32.3,23.5
1.5,1.3,38.7,6.5,21.2,2006,,50.0,934328.9,241.12,119.23,115.49,471.87,120.79,30.78,75.45,3.0,24866.0,106.63,6783853.0,216.8,148.47,26.5,21.7
2.3,1.4,67.4,8.2,16.9,2007,,50.0,1295649.9,244.06,126.73,117.08,500.0,124.96,32.55,80.25,2.0,26116.0,107.05,6846821.0,208.7,179.87,20.2,21.2
2.4,1.6,86.0,7.8,15.1,2008,,50.0,1645753.0,275.78,142.99,130.68,611.1,131.87,36.44,84.88,2.7,25337.0,113.53,6895369.0,180.8,209.7,16.69,20.724
2.3,1.4,100.6,7.5,13.5,2009,,50.0,1519446.2,309.02,174.23,140.28,658.31,142.78,41.08,93.25,4.8,25316.0,112.53,6958015.0,162.2,228.96,12.001,18.804
2.7,1.4,100.6,8.3,13.0,2010,,50.0,1832867.2,337.94,205.22,154.54,721.3,153.34,45.36,81.08,3.3,25465.0,109.06,7024207.0,150.9,245.51,8.8,16.9
2.77,1.31,108.64,7.6,12.96,2011,,50.0,2176795.2,357.17,208.65,181.48,723.61,166.9,52.9,93.16,3.7,29346.0,105.83,7106215.0,143.5,270.08,6.6,15.2
2.6,1.5,101.0,7.4,11.3,2012,,50.0,2357082.0,402.15,235.17,188.37,742.8,190.68,62.15,103.86,2.9,27404.0,106.1,6955051.0,132.0,335.0,6.4,15.4
2.4,1.5,99.0,6.5,11.5,2013,,50.0,2545951.5,518.15,273.46,219.46,813.09,212.9,70.39,109.2,2.8,27830.0,104.89,7048084.0,131.1,449.6,5.3,15.8
2.4,1.3,97.7,8.2,10.1,2014,,50.0,2705578.8,,303.7,238.47,901.27,222.35,76.27,114.46,2.7,27523.0,106.45,7133620.0,,562.62,12.6,15.301
2.4,1.2,109.4,11.4,9.9,2015,,50.0,,,335.04,274.98,1067.07,253.78,85.79,122.22,3.3,,114.47,7231068.0,,600.49,,
2.1,0.7,41.3,6.0,21.3,2003,,51.0,80604.1,,112.0,152.1,411.6,148.9,26.5,96.01,10.1,4277.0,113.9,889809.0,105.8,117.83,20.7,35.0
2.2,0.7,45.8,6.2,21.7,2004,,51.0,124972.0,384.4,128.47,177.06,500.68,155.01,29.88,123.17,10.9,4279.0,110.8,873145.0,106.1,145.33,18.3,32.1
2.1,0.7,49.3,6.9,21.9,2005,,51.0,132870.2,410.94,136.54,205.17,541.24,155.6,30.86,136.68,8.7,4209.0,111.0,856939.0,120.3,144.97,23.6,28.2
2.0,0.8,51.2,8.3,19.3,2006,,51.0,158127.0,425.44,140.79,205.71,533.8,158.35,32.81,149.65,6.7,4143.0,106.63,839429.0,121.3,176.08,13.2,16.7
1.8,0.9,53.0,10.2,18.9,2007,,51.0,191584.6,475.14,159.08,223.95,746.71,175.68,36.55,160.54,6.3,4186.0,108.62,823978.0,123.0,184.95,8.5,14.3
2.7,1.3,54.0,10.6,17.7,2008,,51.0,213733.5,548.53,195.81,242.08,846.56,184.81,41.84,178.13,6.6,4040.0,112.73,815140.0,124.1,210.0,6.968,12.283
2.9,1.4,50.3,10.1,15.3,2009,,51.0,202235.5,602.71,208.83,259.1,859.29,209.33,47.14,193.18,7.5,4572.0,114.29,805554.0,122.1,227.2,2.501,9.886
3.3,1.5,51.4,10.3,12.7,2010,,51.0,233438.9,847.88,251.38,261.74,910.43,227.99,60.72,245.11,8.6,4555.0,110.57,799765.0,129.7,244.23,3.8,13.8
3.32,1.52,51.86,10.72,12.6,2011,,51.0,263811.7,954.99,248.65,283.09,979.14,231.43,65.25,249.46,8.6,4565.0,106.98,794077.0,130.5,278.69,4.9,11.0
3.4,1.7,52.6,10.8,13.1,2012,,51.0,283846.2,993.9,282.2,296.67,1014.98,261.53,71.22,253.03,7.7,4418.0,105.43,787948.0,123.6,334.98,3.8,9.6
3.3,1.7,54.1,10.9,13.2,2013,,51.0,306578.7,1102.49,324.62,331.02,1085.09,278.91,77.51,265.53,7.2,4397.0,105.12,780401.0,118.9,453.57,3.2,6.6
2.7,1.7,56.3,8.0,11.3,2014,,51.0,320275.7,,355.81,368.38,1242.17,300.67,86.09,281.85,6.7,4260.0,106.03,771058.0,,550.51,2.992,9.237
2.5,1.6,56.6,7.2,10.7,2015,,51.0,,,405.66,400.38,1272.08,313.42,94.48,322.13,7.8,,114.29,766281.0,,578.23,,
1.1,0.2,44.8,5.8,11.1,2003,,52.0,206926.0,,167.9,100.25,558.63,87.12,24.44,91.16,6.2,10749.0,115.3,3515673.0,134.9,111.97,39.2,35.4
1.2,0.2,51.0,6.2,11.9,2004,,52.0,241230.4,234.09,167.73,110.37,690.93,91.06,26.87,106.31,7.4,15393.0,114.3,3481080.0,130.2,134.19,36.8,34.6
1.4,0.3,60.1,6.9,11.9,2005,,52.0,299723.7,269.42,192.24,120.28,751.76,95.61,29.06,118.37,6.0,15186.0,111.9,3447896.0,149.7,150.56,31.1,32.5
1.7,0.3,65.8,7.7,14.1,2006,,52.0,376180.3,290.42,218.13,135.84,818.13,99.77,30.74,124.68,5.4,15897.0,109.9,3414325.0,159.7,169.4,25.5,29.0
1.8,0.5,70.0,7.1,12.0,2007,,52.0,473307.4,319.24,272.1,155.31,968.93,107.97,33.66,134.37,4.5,15853.0,109.07,3384358.0,181.2,184.13,20.6,28.7
1.8,0.6,62.8,6.3,12.2,2008,,52.0,588790.8,365.67,234.73,171.86,981.3,126.52,38.07,141.18,5.7,15665.0,115.91,3362817.0,179.7,205.5,22.506,24.774
1.8,0.6,58.9,6.7,11.8,2009,,52.0,547223.0,368.19,249.23,188.43,862.62,144.03,43.19,154.18,7.5,15758.0,115.57,3343719.0,166.2,201.01,24.879,25.269
1.8,0.7,51.8,7.9,11.5,2010,,52.0,652805.9,364.57,271.73,230.19,879.15,149.75,48.68,175.35,7.7,15734.0,106.44,3326812.0,167.2,201.74,16.5,19.2
1.68,0.65,51.77,7.66,10.98,2011,,52.0,770774.0,399.85,286.13,225.81,903.47,161.29,55.88,178.57,7.2,16558.0,108.34,3307648.0,160.3,226.89,16.2,16.8
1.8,0.7,53.5,7.3,10.5,2012,,52.0,842195.5,436.61,314.64,244.92,906.31,181.54,62.12,193.65,5.4,15267.0,106.4,3296947.0,158.3,304.71,15.3,16.1
1.6,0.7,55.5,6.0,8.5,2013,,52.0,925182.0,680.79,354.03,267.39,910.52,195.89,68.73,168.94,4.3,16203.0,105.92,3289841.0,186.5,387.36,15.2,14.9
1.0,0.7,56.3,7.8,7.0,2014,,52.0,1018351.5,,440.13,290.77,1008.7,216.15,75.64,179.89,4.2,16075.0,105.86,3281496.0,,513.55,15.293,16.27
0.9,0.7,56.5,7.0,6.4,2015,,52.0,,,496.32,341.5,1102.01,235.37,87.12,213.7,4.3,,115.89,3270203.0,,511.98,,
0.4,0.2,34.2,5.5,13.2,2003,,53.0,38081.7,,106.6,97.48,271.02,103.14,23.39,105.3,4.9,2643.0,114.4,692138.0,158.1,118.07,45.8,42.2
0.5,0.2,35.4,5.9,13.7,2004,,53.0,49242.3,195.63,109.36,105.2,318.73,104.61,25.86,112.09,6.1,2618.0,113.1,682965.0,160.0,141.1,42.2,39.1
0.4,0.2,36.4,6.1,13.5,2005,,53.0,63848.3,231.08,121.79,109.33,354.18,107.09,28.4,90.98,5.8,2609.0,110.3,674519.0,177.9,157.2,41.5,38.8
0.4,0.2,41.6,6.4,15.0,2006,,53.0,74923.8,239.09,130.55,116.21,369.85,110.95,32.54,107.69,5.5,2654.0,106.9,665616.0,191.5,175.29,40.2,37.8
1.4,0.6,44.0,12.1,13.8,2007,,53.0,86664.9,276.84,142.9,137.15,389.23,123.01,34.27,121.58,5.3,2621.0,108.66,657584.0,274.7,188.88,36.2,35.6
1.8,0.8,54.6,14.5,14.4,2008,,53.0,115141.3,328.31,163.93,126.21,429.33,124.78,40.49,138.06,4.9,2707.0,111.58,652198.0,287.5,201.1,33.425,39.124
1.8,0.8,49.1,14.8,14.0,2009,,53.0,117710.0,409.89,161.24,132.61,510.96,139.79,44.11,171.67,6.1,2640.0,113.51,645369.0,255.7,205.83,24.716,35.909
1.9,0.9,49.6,14.8,14.7,2010,,53.0,127407.8,461.65,211.27,178.4,589.9,154.33,46.01,176.61,5.6,2612.0,107.21,639697.0,245.8,230.09,21.2,29.1
2.51,1.06,49.97,13.71,14.89,2011,,53.0,153419.7,460.02,234.95,176.8,602.32,170.02,55.74,205.3,4.9,2591.0,107.07,632799.0,247.4,242.53,19.6,29.1
2.6,1.1,50.0,13.1,14.7,2012,,53.0,170605.7,476.53,247.97,177.41,696.35,178.44,63.32,222.13,4.1,2607.0,105.43,629748.0,234.2,299.27,17.4,24.1
2.4,1.1,48.7,11.3,12.6,2013,,53.0,178818.1,567.29,277.65,192.22,813.56,197.12,68.79,231.83,4.6,2643.0,106.31,625855.0,223.7,381.15,15.9,27.9
2.0,1.0,53.7,12.0,10.5,2014,,53.0,205930.1,,348.8,223.35,919.45,213.1,75.1,247.94,3.7,2632.0,105.51,622430.0,,495.22,22.238,23.849
2.1,1.1,52.6,12.3,10.1,2015,,53.0,,,389.3,266.66,974.64,236.78,83.18,284.79,4.6,,114.73,618703.0,,507.94,,
1.0,0.3,61.5,3.5,20.4,2003,,54.0,153798.9,,121.97,127.82,493.83,121.08,21.71,104.5,11.1,15272.0,111.5,2688423.0,126.8,113.14,29.3,37.4
0.3,0.2,77.5,2.9,11.5,2004,,54.0,191826.7,323.72,131.25,135.09,565.05,127.66,22.29,90.31,9.1,15228.0,111.4,2674155.0,120.4,132.0,30.1,37.6
0.3,0.2,81.8,2.6,7.8,2005,,54.0,235381.8,342.13,135.04,124.73,514.16,123.1,24.49,80.44,7.9,16393.0,110.7,2665984.0,122.4,146.08,29.6,35.4
0.3,0.2,84.9,2.7,7.3,2006,,54.0,296064.5,429.4,150.48,139.09,580.18,122.69,25.99,101.75,7.4,15518.0,108.11,2654853.0,124.6,166.64,28.7,35.2
1.6,0.5,91.8,5.3,16.8,2007,,54.0,365531.2,468.98,189.75,173.74,698.83,144.96,28.99,111.64,7.0,15110.0,105.79,2647195.0,121.7,187.64,20.9,35.2
1.8,0.6,90.4,5.4,13.6,2008,,54.0,453574.6,604.85,214.85,187.04,769.54,159.06,32.54,128.83,7.3,15306.0,111.46,2642727.0,116.1,216.1,17.704,34.727
1.7,0.6,78.8,5.2,11.2,2009,,54.0,425400.2,701.39,247.77,215.56,924.6,184.81,40.19,153.74,10.0,15310.0,114.91,2648923.0,106.4,230.13,16.069,32.176
1.8,0.7,70.9,5.4,10.7,2010,,54.0,484141.3,741.76,286.23,280.66,899.77,196.63,46.2,214.42,7.7,15549.0,106.04,2661594.0,104.4,236.83,17.6,27.6
1.76,0.69,84.83,4.9,10.37,2011,,54.0,598563.5,811.86,309.34,296.6,887.57,212.71,53.58,233.35,6.8,15705.0,105.69,2666465.0,103.5,280.62,12.3,27.5
1.9,0.8,89.7,5.4,9.7,2012,,54.0,728154.0,822.71,337.49,317.66,881.36,230.7,57.62,251.74,5.6,15141.0,105.67,2686863.0,97.7,345.66,14.3,27.8
1.8,0.7,74.9,5.3,7.9,2013,,54.0,817516.7,882.52,395.52,283.88,899.01,248.26,63.63,260.92,5.9,15160.0,104.05,2709461.0,104.5,429.81,17.5,26.0
1.9,0.6,67.5,6.0,6.5,2014,,54.0,895289.8,,450.38,293.04,1039.36,258.91,72.74,262.81,5.1,15335.0,104.77,2731176.0,,617.26,18.108,25.921
2.2,0.5,49.5,6.4,5.0,2015,,54.0,,,517.1,335.1,1189.62,297.2,83.24,287.52,6.9,,114.32,2746822.0,,622.34,,
0.5,0.3,97.3,3.9,14.6,2003,,55.0,115029.5,,108.38,103.22,440.67,108.75,21.02,104.34,9.7,11209.0,110.9,2075422.0,146.5,113.36,29.4,38.2
0.7,0.3,26.6,4.0,8.9,2004,,55.0,192877.3,188.03,113.52,102.21,458.44,112.66,22.23,97.78,9.0,11118.0,109.4,2052741.0,156.3,133.71,29.9,35.4
0.7,0.3,28.2,4.0,9.2,2005,,55.0,220686.1,224.61,120.47,106.7,507.13,116.79,24.89,99.96,8.7,11258.0,110.7,2034091.0,177.9,147.65,35.9,33.1
