sellChampagne,sellConjac,sellPivo,sellVina,sellVodka,year,region,id,vrp,priceVodka,priceVino20,priceVino14,priceConjac_rus,priceChamp_rus,pricePivo_rus,pricePivo_for,umemp,doc,ipc,pop,dtp,price1vod,otravl,suicide
0.9,0.2,46.0,4.6,14.0,2006,,21.0,93172.0,280.81,154.08,129.45,677.59,109.38,27.76,95.15,8.6,6185.0,106.04,1278903.0,147.0,152.71,47.9,50.7
1.1,0.4,40.1,4.9,13.8,2007,,21.0,123453.3,303.09,184.75,140.41,779.37,116.82,30.1,95.83,9.0,6144.0,107.19,1268614.0,175.9,168.47,42.7,51.9
1.2,0.5,39.0,5.6,15.3,2008,,21.0,155032.3,322.24,190.86,143.42,799.43,131.01,33.8,95.32,8.0,6117.0,112.97,1263016.0,150.7,183.6,45.747,44.186
1.2,0.5,38.7,4.9,14.4,2009,,21.0,139909.5,377.98,217.71,167.81,905.58,153.48,38.95,105.44,11.6,5936.0,113.62,1258239.0,139.7,194.09,37.612,45.822
1.2,0.5,39.0,5.7,14.8,2010,,21.0,157704.6,399.52,247.36,181.33,992.86,177.07,44.94,125.07,9.5,5948.0,105.83,1255852.0,138.7,217.27,33.2,45.0
1.29,0.62,39.06,5.24,14.03,2011,,21.0,188785.7,454.94,284.06,206.57,1059.8,195.89,56.86,151.19,7.8,6099.0,107.86,1250518.0,144.1,229.94,27.5,41.2
1.2,0.6,41.6,5.2,13.9,2012,,21.0,217821.1,489.28,290.13,221.4,1081.85,206.58,59.66,149.77,5.9,6050.0,105.76,1247012.0,165.5,281.55,15.1,27.2
1.2,0.5,43.8,5.2,11.3,2013,,21.0,223147.9,788.72,331.65,236.07,1163.21,218.76,66.46,170.88,5.7,6094.0,104.98,1243431.0,164.9,389.47,8.1,13.4
0.7,0.5,40.2,6.5,9.4,2014,,21.0,235088.8,,328.38,250.49,1047.26,208.61,74.93,162.89,5.0,6022.0,105.53,1239984.0,,498.33,12.833,8.878
1.0,0.5,41.4,5.4,9.2,2015,,21.0,,,364.55,278.55,1157.43,219.62,82.48,171.56,5.0,,113.42,1238071.0,,502.83,,
1.1,0.1,47.7,1.7,11.5,2003,,22.0,88733.3,,115.71,86.34,409.81,120.45,22.99,122.24,12.3,11338.0,112.8,2602595.0,181.9,99.59,32.4,46.9
1.3,0.2,52.4,2.0,14.2,2004,,22.0,114840.5,164.92,123.07,103.92,480.14,121.55,23.16,112.76,9.1,11345.0,112.9,2571987.0,196.7,120.04,37.5,45.6
1.1,0.2,58.6,2.0,10.0,2005,,22.0,135686.4,220.2,128.46,116.47,537.34,128.84,24.75,89.27,8.8,11694.0,113.6,2539430.0,186.0,132.9,43.5,43.8
1.0,0.2,50.2,2.2,9.7,2006,,22.0,173810.5,242.12,146.3,121.88,578.16,140.57,26.39,99.67,8.9,11816.0,108.64,2503510.0,178.6,148.74,31.5,45.6
1.2,0.2,52.8,2.5,6.9,2007,,22.0,223563.4,262.13,145.97,143.13,718.26,138.69,27.91,116.38,6.4,12080.0,107.8,2473024.0,173.5,157.76,22.3,42.5
1.3,0.3,53.4,3.5,8.2,2008,,22.0,259343.1,278.04,158.87,160.05,745.43,150.15,31.34,135.76,8.3,11595.0,113.52,2453455.0,161.1,166.0,22.656,41.836
1.4,0.3,51.6,3.8,8.5,2009,,22.0,265613.3,303.81,176.09,173.14,782.08,159.26,35.21,159.25,12.3,11711.0,115.37,2438910.0,144.8,181.11,19.208,41.744
1.5,0.4,59.0,4.1,9.8,2010,,22.0,302900.7,326.46,199.34,197.59,780.6,178.11,39.86,170.13,8.8,11766.0,108.84,2430765.0,144.2,195.82,17.5,37.5
1.54,0.4,63.39,4.51,10.75,2011,,22.0,332117.8,340.37,226.88,200.74,790.42,183.13,49.6,193.66,8.5,12141.0,108.05,2417358.0,142.2,215.2,13.2,37.3
1.5,0.4,70.4,4.8,11.0,2012,,22.0,368995.2,372.86,224.5,196.23,751.43,199.9,52.94,210.76,6.2,11028.0,103.85,2407230.0,157.2,274.81,10.3,33.6
1.4,0.4,64.6,4.4,8.7,2013,,22.0,416110.3,436.22,265.25,218.05,810.04,215.27,58.48,226.39,8.3,10919.0,106.33,2398751.0,179.4,362.22,8.2,36.7
1.0,0.3,52.5,4.1,5.5,2014,,22.0,447906.9,,300.59,236.43,901.33,230.47,67.07,244.7,7.2,10705.0,106.12,2390638.0,,501.61,7.203,33.462
1.2,0.3,54.3,4.3,5.5,2015,,22.0,,,381.78,260.44,1031.84,256.3,74.77,253.44,8.0,,114.69,2384812.0,,542.64,,
1.4,0.4,53.3,8.7,7.9,2003,,23.0,248565.5,,102.19,101.52,314.51,152.71,22.46,64.49,10.2,22097.0,110.7,5119857.0,142.5,117.83,14.4,31.4
1.1,0.3,58.3,8.8,8.0,2004,,23.0,313623.6,304.22,95.92,97.47,397.27,138.56,24.1,66.92,8.7,21644.0,112.2,5114905.0,140.9,133.49,14.1,28.3
1.1,0.3,60.4,8.9,8.1,2005,,23.0,372929.8,322.9,118.28,104.04,481.15,140.53,24.58,83.96,7.4,21690.0,112.3,5118903.0,140.7,148.18,13.7,27.7
1.1,0.5,59.3,8.3,7.2,2006,,23.0,483950.7,341.47,140.76,121.88,486.45,164.1,26.52,90.49,7.1,21979.0,109.29,5127251.0,137.6,164.99,10.9,25.7
1.1,0.5,65.5,8.2,7.2,2007,,23.0,648211.3,452.28,159.28,145.33,617.27,192.1,29.68,95.58,6.6,21836.0,107.36,5142911.0,136.7,182.35,8.4,25.7
1.3,0.6,67.4,8.7,7.4,2008,,23.0,803834.1,482.98,150.19,153.88,662.97,168.6,30.65,101.26,4.7,22034.0,110.51,5170686.0,133.0,197.8,8.418,23.617
1.4,0.6,58.2,7.8,6.4,2009,,23.0,861603.3,493.43,164.68,161.5,723.37,211.27,36.06,109.31,7.2,22348.0,114.23,5194439.0,129.5,217.55,6.542,23.334
1.5,0.6,55.2,6.7,6.2,2010,,23.0,1028308.4,513.73,186.56,182.9,740.94,228.37,41.36,121.27,6.7,21931.0,107.87,5214222.0,128.9,240.93,5.3,21.8
1.79,0.92,59.93,6.47,6.47,2011,,23.0,1244652.8,535.92,195.78,189.15,782.49,243.75,50.69,139.76,5.9,22159.0,106.77,5229998.0,128.0,268.19,5.0,19.3
1.7,0.9,63.1,5.7,5.8,2012,,23.0,1459490.8,584.12,204.77,188.57,785.35,256.47,56.08,142.48,5.6,21819.0,106.38,5284464.0,126.4,313.25,5.3,18.9
1.8,0.8,64.1,5.1,5.0,2013,,23.0,1662969.1,669.05,232.36,192.48,837.98,272.92,60.97,161.6,6.1,22247.0,105.9,5330181.0,130.9,397.39,3.9,17.9
1.7,0.7,66.8,5.6,4.2,2014,,23.0,1792048.2,,264.36,197.93,903.55,279.22,69.05,161.96,5.7,21953.0,105.5,5404273.0,,549.99,5.084,18.07
1.7,0.7,63.2,5.4,4.0,2015,,23.0,,,330.55,209.1,1049.29,299.07,81.3,187.41,6.0,,116.16,5453329.0,,583.14,,
1.3,0.6,72.3,5.6,15.5,2003,,24.0,272727.0,,96.37,132.6,496.5,125.65,25.2,105.86,9.2,14266.0,118.4,2961871.0,137.4,137.25,41.6,37.4
0.9,0.3,47.7,5.3,9.2,2004,,24.0,365454.1,274.0,101.87,148.39,564.12,121.13,31.14,103.75,8.0,14316.0,110.3,2931905.0,152.1,160.47,41.6,35.1
1.0,0.3,59.6,4.8,9.8,2005,,24.0,439736.9,314.91,118.52,145.21,585.69,126.78,30.52,113.88,9.5,14426.0,109.3,2901930.0,160.9,174.15,49.0,36.6
1.0,0.3,65.9,4.4,9.6,2006,,24.0,585881.9,331.11,127.19,152.22,634.62,126.31,31.24,117.19,8.7,14347.0,107.71,2869315.0,178.0,198.77,38.7,32.9
1.6,0.5,84.3,5.9,12.5,2007,,24.0,734154.8,347.32,169.86,180.01,841.07,145.75,33.64,110.56,7.6,14643.0,106.56,2845425.0,184.3,200.26,35.4,31.7
1.7,0.6,89.2,6.4,12.2,2008,,24.0,737950.5,347.62,162.64,193.36,900.01,152.39,35.86,113.84,6.4,14669.0,108.81,2837013.0,179.4,236.2,34.532,29.896
1.6,0.6,90.0,6.4,11.6,2009,,24.0,749194.8,388.08,197.95,195.92,1049.14,170.88,45.37,129.36,9.4,14831.0,111.58,2832591.0,169.1,246.73,28.77,29.082
1.8,0.7,85.9,6.5,11.3,2010,,24.0,1055525.0,379.47,188.56,220.33,1102.19,189.33,48.45,131.36,6.2,15180.0,107.8,2832854.0,176.1,262.92,28.0,25.0
1.73,0.75,79.04,6.22,10.98,2011,,24.0,1170827.2,392.5,212.16,226.76,1067.59,194.99,56.42,128.1,6.0,15028.0,106.51,2829105.0,174.6,277.79,22.7,23.3
1.7,0.8,77.5,6.1,10.8,2012,,24.0,1183228.0,498.05,291.66,262.98,1139.45,221.43,62.62,130.27,5.5,14120.0,105.74,2838396.0,180.7,328.76,23.7,22.6
1.7,0.8,73.9,5.4,9.4,2013,,24.0,1256934.1,593.75,371.59,289.67,1227.03,247.55,69.52,158.23,5.7,14445.0,106.05,2846475.0,182.0,415.48,18.2,22.2
1.6,0.8,61.3,4.8,6.7,2014,,24.0,1423247.4,,450.65,320.73,1183.43,261.69,76.94,139.1,5.0,14310.0,104.52,2852810.0,,557.63,12.01,16.982
1.8,0.8,60.0,4.7,6.7,2015,,24.0,,,502.42,364.08,1267.78,277.17,89.36,152.86,6.2,,112.48,2858773.0,,567.81,,
0.7,0.2,28.5,1.7,16.2,2003,,25.0,119333.7,,141.05,168.0,465.99,144.84,33.09,119.22,8.3,11061.0,112.8,2067342.0,201.9,131.15,18.9,39.2
1.2,0.3,45.4,2.8,13.8,2004,,25.0,152301.1,281.48,152.96,156.33,497.18,142.08,40.07,114.31,9.7,10793.0,110.8,2048582.0,203.6,153.38,21.2,34.0
1.6,0.6,53.7,5.2,15.9,2005,,25.0,186623.3,291.99,161.92,170.45,464.58,152.9,36.96,135.13,8.0,10726.0,112.4,2028377.0,212.0,164.33,18.4,36.0
1.7,0.6,59.6,4.6,14.8,2006,,25.0,215934.4,297.72,174.03,182.49,486.93,159.3,36.42,142.16,7.9,10611.0,109.24,2006536.0,225.7,181.08,9.9,29.7
1.9,0.7,66.8,4.9,13.5,2007,,25.0,259041.4,361.07,195.66,205.89,603.09,185.82,36.97,148.64,6.9,10419.0,107.12,1988580.0,244.7,191.3,6.9,33.0
2.1,0.7,78.4,5.3,12.6,2008,,25.0,316581.9,415.55,231.96,223.44,680.09,196.73,39.68,133.0,7.4,10328.0,110.43,1977392.0,230.8,193.8,6.125,28.766
2.3,0.8,69.8,5.6,11.7,2009,,25.0,368996.7,403.11,273.81,253.52,783.79,217.38,46.33,133.09,9.5,10416.0,113.29,1969602.0,203.9,207.08,7.607,27.406
2.7,0.8,70.8,5.5,11.1,2010,,25.0,470679.2,431.4,312.63,286.88,777.61,226.73,53.23,160.24,9.5,10291.0,108.89,1965178.0,190.1,217.54,10.6,27.4
2.72,0.82,72.22,6.03,10.91,2011,,25.0,549722.8,448.76,320.0,281.92,859.51,239.93,64.39,167.28,8.0,10951.0,106.26,1953545.0,193.8,256.75,10.8,24.7
2.3,0.8,67.3,6.7,11.2,2012,,25.0,557489.3,494.65,349.63,292.72,968.46,262.91,69.42,176.86,6.9,10731.0,105.88,1950483.0,224.2,321.4,8.8,24.5
2.3,0.9,67.5,5.9,11.4,2013,,25.0,577473.9,569.42,373.53,312.11,1014.27,284.16,75.78,191.52,7.1,10073.0,105.92,1947263.0,213.3,414.42,8.2,24.3
2.4,1.1,66.1,6.7,11.4,2014,,25.0,643464.9,,455.46,342.89,1161.16,294.84,86.88,190.46,6.9,10110.0,104.94,1938516.0,,524.47,7.49,23.503
2.6,1.1,66.4,6.2,11.8,2015,,25.0,,,512.99,406.27,1259.93,318.67,98.4,221.17,6.9,,115.41,1933308.0,,532.82,,
1.2,0.5,41.1,6.1,10.0,2003,,26.0,101382.6,,86.6,56.9,282.73,85.93,26.0,64.88,10.5,11677.0,112.9,2732502.0,108.2,121.22,9.8,21.7
1.3,0.5,46.8,6.2,7.8,2004,,26.0,122235.4,313.48,95.19,64.74,328.22,102.93,28.78,68.57,9.4,11835.0,113.9,2739065.0,111.9,138.76,8.0,19.5
1.5,0.5,60.6,6.8,8.0,2005,,26.0,146569.3,345.16,108.64,70.25,350.44,108.0,29.92,84.11,6.9,12326.0,110.5,2741116.0,110.1,161.08,5.8,19.3
1.4,0.6,72.0,7.3,6.3,2006,,26.0,181675.1,359.95,124.95,73.35,404.41,114.35,31.13,87.64,8.8,12216.0,108.01,2746873.0,107.7,174.43,5.5,15.6
1.4,0.6,66.1,6.8,6.6,2007,,26.0,222239.6,380.0,152.16,89.93,453.92,126.04,32.58,93.93,6.5,12405.0,107.07,2747079.0,112.3,204.41,3.2,14.4
1.5,0.7,65.5,6.8,6.0,2008,,26.0,274992.0,518.55,173.67,116.76,530.49,136.48,38.82,180.79,7.9,12091.0,112.39,2759676.0,101.7,229.3,3.769,15.779
1.6,0.8,63.6,6.4,5.0,2009,,26.0,277251.0,752.96,218.88,134.32,612.1,165.92,44.93,203.41,8.7,12867.0,115.8,2767618.0,100.8,241.8,2.473,15.835
1.5,0.8,66.5,5.4,4.4,2010,,26.0,330790.8,487.47,243.57,157.72,582.5,184.81,52.2,234.59,6.9,10990.0,107.82,2777696.0,99.3,261.4,2.1,12.3
2.01,0.94,65.12,5.97,5.14,2011,,26.0,396791.6,511.89,270.72,156.44,639.67,193.85,62.13,253.76,6.0,12464.0,107.42,2785524.0,98.7,285.66,1.6,10.4
2.1,1.0,63.1,5.5,5.3,2012,,26.0,431753.4,657.44,241.71,169.43,693.98,190.32,64.87,265.36,5.4,12513.0,104.5,2787030.0,104.4,328.96,1.6,11.6
1.9,0.9,60.0,4.5,4.5,2013,,26.0,480905.3,781.89,269.3,192.84,773.11,196.15,69.06,229.25,5.6,11833.0,104.81,2790785.0,104.1,414.44,1.2,9.9
1.4,0.6,59.3,4.8,3.0,2014,,26.0,541188.0,,403.54,200.42,809.95,201.64,76.07,250.17,5.3,12120.0,104.96,2794508.0,,528.36,0.715,9.439
1.4,0.6,57.5,4.6,3.0,2015,,26.0,,,442.64,220.01,842.44,212.34,88.36,290.54,5.6,,114.16,2799473.0,,553.61,,
0.7,0.4,47.4,3.8,15.2,2003,,27.0,116318.1,,113.4,126.39,556.23,151.98,30.97,,6.2,8251.0,115.3,1434242.0,163.6,116.23,13.6,49.5
0.9,0.4,53.4,4.3,14.6,2004,,27.0,133330.5,194.86,130.04,144.2,678.24,154.65,31.27,112.15,6.6,8269.0,113.8,1416224.0,187.7,139.78,11.5,49.5
1.0,0.5,70.5,4.9,15.6,2005,,27.0,161194.4,189.94,151.97,184.2,699.86,156.56,33.18,140.01,5.8,8322.0,113.6,1396800.0,165.7,151.12,10.1,47.3
1.4,0.6,85.7,4.3,14.4,2006,,27.0,194259.6,212.29,175.86,196.63,777.61,163.33,35.57,134.14,5.8,8292.0,109.64,1376260.0,192.2,165.53,6.6,45.9
2.1,0.7,93.7,5.0,14.9,2007,,27.0,231293.2,243.0,174.67,212.73,988.19,179.28,37.4,144.54,5.6,8204.0,107.63,1359894.0,190.3,168.94,2.8,42.2
2.9,1.1,99.6,6.5,16.8,2008,,27.0,269178.6,284.03,177.72,215.0,929.05,169.95,38.23,138.27,8.6,7994.0,109.71,1354848.0,178.1,198.1,3.065,40.918
2.9,0.9,94.7,6.2,15.5,2009,,27.0,276895.4,345.82,212.82,231.83,1197.2,191.26,44.89,146.55,10.2,8069.0,114.83,1351123.0,148.1,210.35,3.568,32.401
3.1,1.1,101.4,6.5,16.5,2010,,27.0,353590.3,353.73,233.56,230.14,1178.34,197.71,48.46,164.83,8.9,8200.0,107.58,1349230.0,145.5,222.37,2.9,32.4
3.08,1.09,104.94,5.79,16.87,2011,,27.0,399594.2,396.63,277.65,252.78,1079.39,204.63,59.13,173.61,6.6,8525.0,107.48,1342887.0,141.5,258.07,1.4,29.6
3.6,1.0,98.2,6.2,17.8,2012,,27.0,437994.3,415.43,337.05,249.53,979.6,230.74,67.51,162.66,6.4,8027.0,106.41,1342475.0,164.1,304.75,1.0,27.6
3.1,1.0,94.3,5.7,14.1,2013,,27.0,498067.2,503.67,367.51,268.15,1023.24,252.24,75.05,157.84,5.7,7762.0,105.47,1342083.0,166.3,418.79,1.3,25.6
3.0,0.9,90.9,5.7,12.0,2014,,27.0,549289.3,,429.95,348.73,1223.9,272.29,87.99,166.28,5.9,7550.0,105.7,1339912.0,,603.0,1.344,25.69
2.0,0.7,72.0,5.0,9.0,2015,,27.0,,,534.7,388.87,1505.47,290.81,99.04,211.23,5.3,,116.42,1338305.0,,632.22,,
0.6,0.2,40.4,5.3,17.4,2003,,28.0,53199.9,,90.27,104.85,378.17,104.71,30.67,93.18,9.8,5259.0,115.5,901044.0,155.0,112.7,78.1,63.0
0.6,0.2,44.8,5.2,18.1,2004,,28.0,64250.2,248.43,110.68,125.17,376.6,119.31,31.75,119.12,11.7,5255.0,112.6,887781.0,156.0,124.78,94.7,65.1
0.7,0.2,48.6,5.8,20.8,2005,,28.0,76861.2,267.28,118.95,128.27,395.02,126.83,34.96,118.98,9.9,5230.0,113.2,874018.0,158.5,147.62,79.3,59.5
0.8,0.3,54.8,5.9,19.3,2006,,28.0,95090.9,291.21,138.97,137.53,438.27,136.58,36.04,109.08,8.2,5266.0,107.95,861056.0,154.8,197.92,61.4,62.0
1.0,0.3,64.6,5.7,17.3,2007,,28.0,111761.2,334.31,142.79,151.56,523.89,156.15,37.47,112.07,6.1,5301.0,106.83,850502.0,159.7,210.91,46.4,60.3
1.2,0.5,71.1,6.5,13.8,2008,,28.0,131563.7,382.13,165.33,150.06,536.73,148.1,39.47,111.57,5.4,5116.0,109.98,844290.0,155.8,239.3,49.018,56.168
1.2,0.5,75.3,6.9,10.5,2009,,28.0,151118.6,424.84,171.34,178.36,614.31,190.76,43.25,117.36,8.3,5054.0,117.04,838869.0,134.7,253.13,39.997,55.3
1.6,0.6,75.8,7.6,11.6,2010,,28.0,178689.6,460.04,184.68,187.37,690.21,221.87,49.27,127.87,6.9,5204.0,107.06,834905.0,140.4,237.45,45.7,50.4
1.9,0.64,83.27,7.21,12.02,2011,,28.0,225401.7,486.38,197.94,189.41,710.36,218.03,58.25,132.26,6.0,5389.0,109.16,828660.0,149.9,286.32,30.4,51.6
1.9,0.6,75.8,5.8,13.3,2012,,28.0,229407.1,540.34,208.85,205.93,783.57,245.81,62.05,136.13,5.3,4935.0,105.79,821573.0,166.9,337.72,33.3,47.1
1.9,0.7,75.1,6.7,10.2,2013,,28.0,210700.9,618.01,237.46,238.75,835.99,262.35,67.45,146.31,6.1,4915.0,107.29,816910.0,183.5,458.59,28.4,44.8
1.8,0.6,64.0,6.1,8.3,2014,,28.0,235388.8,,240.74,246.0,945.46,273.96,77.68,181.27,5.6,4764.0,107.34,811274.0,,608.78,32.322,47.989
1.7,0.5,62.2,5.2,8.0,2015,,28.0,,,266.47,272.38,1076.63,302.33,88.02,187.15,5.8,,114.02,809873.0,,643.43,,
1.7,1.3,109.0,9.2,31.9,2003,,29.0,103951.3,,100.99,104.05,382.23,101.2,25.91,78.47,10.0,6940.0,112.7,1332655.0,190.2,110.89,59.4,54.6
1.3,0.5,51.8,7.0,18.5,2004,,29.0,142564.7,232.84,112.86,109.89,460.01,106.47,28.67,107.46,7.1,6842.0,112.5,1315549.0,199.8,135.05,60.5,54.3
1.3,0.6,45.6,7.6,17.6,2005,,29.0,166433.4,275.22,122.86,122.73,530.83,110.24,31.68,117.5,5.5,6817.0,109.7,1299218.0,200.4,148.56,53.2,51.9
1.4,0.7,43.1,8.6,16.9,2006,,29.0,215932.7,300.65,134.9,129.33,566.9,117.0,34.61,131.85,5.8,6808.0,107.87,1281838.0,209.5,165.11,44.8,46.7
1.6,0.8,40.3,10.1,15.6,2007,,29.0,268672.1,331.77,147.82,142.88,666.87,131.45,37.6,162.22,5.4,7078.0,108.45,1266667.0,219.8,178.66,26.8,50.5
1.6,0.9,38.9,10.7,16.6,2008,,29.0,289755.9,353.87,153.14,149.49,733.82,137.98,40.49,159.89,6.8,6842.0,111.9,1257164.0,200.1,182.6,38.675,44.832
2.1,1.1,38.7,11.3,15.9,2009,,29.0,323606.8,385.13,189.42,165.83,748.29,154.03,46.12,185.98,7.2,6818.0,114.94,1246204.0,198.2,189.64,39.42,37.513
2.6,1.2,40.2,12.0,16.2,2010,,29.0,372804.8,436.72,205.7,188.96,826.44,167.74,51.24,228.76,6.9,6928.0,107.16,1237493.0,186.6,198.2,33.9,39.1
2.59,1.24,41.6,12.23,16.64,2011,,29.0,439116.8,429.69,264.41,203.4,893.71,187.17,61.05,239.24,5.9,6868.0,107.82,1224880.0,187.9,234.58,27.1,39.7
2.4,1.2,46.1,10.4,16.1,2012,,29.0,472470.9,523.89,302.25,225.5,926.92,194.88,71.53,254.08,5.4,6587.0,105.41,1213533.0,180.1,294.6,21.4,35.8
2.3,1.1,49.5,9.2,14.4,2013,,29.0,500095.1,639.76,375.26,241.77,966.38,215.43,77.81,267.94,6.1,6495.0,105.25,1202295.0,175.3,393.87,23.1,34.6
2.0,1.0,63.9,10.8,12.8,2014,,29.0,540133.6,,465.42,262.52,1061.99,257.46,88.2,293.23,7.2,6604.0,106.27,1191785.0,,490.69,24.672,30.23
1.9,1.0,55.8,10.1,12.3,2015,,29.0,,,502.91,324.38,1120.91,272.59,102.56,352.32,6.8,,116.71,1183323.0,,507.92,,
0.9,0.2,48.3,4.5,12.4,2003,,30.0,50659.8,,85.51,75.48,435.76,101.9,27.54,56.76,10.0,6590.0,114.1,1004780.0,123.6,101.88,25.5,39.8
0.9,0.2,58.0,4.8,12.9,2004,,30.0,56710.9,252.76,91.87,74.22,556.97,107.77,27.58,54.7,11.6,6647.0,111.2,1006073.0,128.4,116.14,22.2,38.9
0.8,0.2,61.9,4.2,11.0,2005,,30.0,70127.6,265.6,98.24,78.33,621.11,105.5,28.53,57.35,12.2,6586.0,114.3,1006467.0,128.4,128.01,13.7,36.2
0.7,0.2,59.8,3.9,9.6,2006,,30.0,85112.1,277.23,96.94,81.15,697.09,113.94,30.69,55.12,7.9,6670.0,110.39,1002517.0,128.5,156.85,12.6,36.1
0.9,0.3,64.0,4.1,9.6,2007,,30.0,100359.2,302.64,121.07,95.66,723.61,135.56,30.93,96.95,8.7,6659.0,110.98,1001300.0,128.8,161.88,10.2,35.9
0.9,0.4,67.5,5.0,9.1,2008,,30.0,147549.1,295.68,147.38,99.92,733.5,141.05,31.31,103.11,7.4,6735.0,112.84,1005897.0,127.4,176.6,6.38,32.102
0.9,0.4,74.0,5.9,8.7,2009,,30.0,134418.2,325.35,172.06,147.56,775.4,165.89,35.57,126.55,9.9,6863.0,114.56,1009926.0,126.7,180.79,14.908,31.704
1.0,0.5,77.1,6.1,9.2,2010,,30.0,144888.8,279.53,172.52,151.82,763.43,173.9,41.61,123.23,8.2,6886.0,107.69,1011120.0,122.0,200.17,15.3,25.9
0.97,0.56,77.01,4.92,8.74,2011,,30.0,172616.6,297.07,167.72,164.1,757.47,188.34,53.83,130.68,8.8,7136.0,106.24,1009801.0,168.3,230.01,8.9,22.7
1.1,0.7,79.7,4.7,9.5,2012,,30.0,209654.4,324.53,181.93,180.76,681.35,212.6,59.99,135.56,7.9,6664.0,105.6,1014972.0,173.8,289.73,1.5,6.9
1.0,0.6,79.1,4.2,7.3,2013,,30.0,273917.1,483.97,280.86,200.98,876.44,242.79,68.14,149.1,7.5,6689.0,105.65,1013840.0,177.9,372.83,0.2,1.3
1.0,0.7,62.9,5.1,5.8,2014,,30.0,288951.6,,250.56,215.97,955.93,242.17,70.96,181.7,7.5,6573.0,104.34,1016516.0,,508.72,0.0,1.374
0.9,0.7,58.0,4.9,5.2,2015,,30.0,,,352.07,268.82,1061.25,245.78,84.78,185.16,7.5,,114.69,1021287.0,,562.27,,
0.9,0.1,25.8,2.7,9.7,2003,,31.0,76054.5,,128.99,114.75,482.29,104.63,22.49,55.65,8.3,5883.0,112.0,1511899.0,109.8,116.35,18.7,29.0
1.1,0.1,35.1,3.1,10.0,2004,,31.0,114409.3,282.7,140.6,126.41,482.7,111.83,26.12,56.0,6.2,5925.0,111.7,1513860.0,120.6,140.42,18.6,27.1
1.2,0.1,43.6,2.9,11.1,2005,,31.0,144987.8,294.74,162.61,112.82,515.46,112.39,29.24,63.16,5.9,5990.0,112.6,1511662.0,123.0,158.37,15.2,23.4
1.4,0.1,46.5,2.7,12.4,2006,,31.0,178846.1,318.85,181.54,129.97,524.02,129.19,31.07,67.33,5.6,6167.0,108.91,1511715.0,121.9,182.33,14.7,21.4
1.6,0.2,55.6,4.5,11.0,2007,,31.0,237013.3,383.75,201.76,138.36,624.28,154.57,37.16,68.05,4.3,6241.0,108.64,1514153.0,121.2,190.86,8.3,20.9
1.2,0.3,57.9,5.6,10.1,2008,,31.0,317656.3,418.9,168.79,137.68,586.65,153.87,33.79,114.77,3.9,6193.0,112.44,1520102.0,110.8,216.1,9.395,21.023
0.9,0.3,44.9,4.2,9.3,2009,,31.0,304345.3,427.56,188.94,157.25,580.2,192.31,39.55,110.24,4.7,6221.0,114.18,1526258.0,101.2,239.93,10.605,18.788
0.9,0.4,35.6,3.0,6.5,2010,,31.0,398361.4,617.47,195.97,171.69,661.7,205.24,43.67,120.83,5.2,6189.0,106.75,1531781.0,94.6,266.05,6.6,17.4
1.18,0.56,35.87,3.6,7.25,2011,,31.0,507839.8,702.96,224.9,171.13,737.19,222.76,53.33,133.57,4.3,6165.0,107.52,1532353.0,95.8,284.64,7.7,18.0
1.3,0.7,39.5,3.3,7.0,2012,,31.0,545517.2,632.05,262.5,189.39,806.61,241.94,58.5,144.09,3.7,6276.0,103.9,1536073.0,89.0,352.32,7.7,17.3
1.3,0.6,45.7,3.1,6.6,2013,,31.0,569006.4,698.59,268.24,200.47,916.91,266.78,60.25,160.25,4.0,6283.0,105.85,1540985.0,83.9,405.1,8.2,17.0
1.2,0.3,55.5,3.0,5.2,2014,,31.0,619388.1,,323.9,222.24,1010.96,294.95,66.23,177.04,4.0,6307.0,105.14,1544108.0,,483.06,7.503,15.911
1.2,0.4,58.1,3.1,4.9,2015,,31.0,,,415.47,245.46,1064.8,318.07,77.33,194.1,4.1,,112.73,1547936.0,,500.43,,
0.5,0.1,33.9,4.0,8.7,2003,,32.0,43700.3,,127.28,128.62,618.36,115.11,28.42,76.67,7.4,5016.0,112.9,1375004.0,118.7,106.4,23.0,28.4
0.5,0.1,32.5,5.7,8.6,2004,,32.0,51003.4,235.1,140.48,142.48,637.11,119.3,28.77,89.61,8.9,4991.0,112.9,1360249.0,125.1,131.61,29.5,28.4
0.6,0.2,33.6,6.1,8.6,2005,,32.0,66692.3,258.29,137.65,154.69,644.55,124.23,30.16,102.81,6.8,4838.0,111.9,1344132.0,133.6,141.64,35.6,31.3
0.9,0.2,46.3,7.5,10.9,2006,,32.0,82100.4,278.58,146.79,153.0,670.81,130.01,34.9,110.68,6.8,4831.0,109.09,1327652.0,132.6,157.51,30.8,27.8
1.1,0.2,60.4,7.5,9.6,2007,,32.0,102706.2,308.69,167.12,184.98,757.4,135.56,39.59,112.72,6.4,4790.0,108.69,1312748.0,131.0,174.08,19.2,24.8
1.2,0.3,56.7,9.1,10.2,2008,,32.0,125834.4,346.39,193.57,212.79,843.17,143.42,43.36,127.7,6.5,4700.0,114.5,1303343.0,128.2,205.8,30.596,21.548
1.4,0.3,55.0,10.5,10.5,2009,,32.0,126477.4,398.57,205.51,241.37,922.91,151.54,48.74,134.46,10.7,4748.0,114.55,1294251.0,126.9,216.25,37.348,21.066
