region,vodka_share,beer_share,year
Novgorodskaja oblast`,66.88,23.68,2002
Novgorodskaja oblast`,67.88,21.99,2003
Novgorodskaja oblast`,67.67,21.86,2004
Novgorodskaja oblast`,66.83,22.52,2005
Novgorodskaja oblast`,66.84,23.17,2006
Novgorodskaja oblast`,57.62,22.96,2007
Novgorodskaja oblast`,53.5,25.36,2008
Novgorodskaja oblast`,54.02,23.68,2009
Novgorodskaja oblast`,54.83,23.13,2010
Novgorodskaja oblast`,55.02,23.08,2011
Novgorodskaja oblast`,54.93,23.36,2012
Novgorodskaja oblast`,52.73,25.47,2013
Novgorodskaja oblast`,46.85,29.95,2014
Novgorodskaja oblast`,45.71,29.76,2015
Novosibirskaja oblast`,81.51,13.67,1998
Novosibirskaja oblast`,80.76,13.84,1999
Novosibirskaja oblast`,77.17,17.38,2000
Novosibirskaja oblast`,73.18,21.49,2001
Novosibirskaja oblast`,72.73,21.79,2002
Novosibirskaja oblast`,68.6,25.85,2003
Novosibirskaja oblast`,51.46,43.35,2004
Novosibirskaja oblast`,40.85,53.55,2005
Novosibirskaja oblast`,38.4,55.82,2006
Novosibirskaja oblast`,54.47,37.2,2007
Novosibirskaja oblast`,49.17,40.85,2008
Novosibirskaja oblast`,47.22,41.53,2009
Novosibirskaja oblast`,47.72,39.53,2010
Novosibirskaja oblast`,43.83,44.81,2011
Novosibirskaja oblast`,40.58,46.91,2012
Novosibirskaja oblast`,39.32,46.6,2013
Novosibirskaja oblast`,36.3,47.12,2014
Novosibirskaja oblast`,35.04,43.37,2015
Omskaja oblast`,61.47,25.27,1998
Omskaja oblast`,68.65,18.61,1999
Omskaja oblast`,59.37,29.9,2000
Omskaja oblast`,58.3,32.88,2001
Omskaja oblast`,52.7,39.91,2002
Omskaja oblast`,51.44,42.85,2003
Omskaja oblast`,63.87,23.86,2004
Omskaja oblast`,63.73,24.42,2005
Omskaja oblast`,56.85,30.42,2006
Omskaja oblast`,36.48,57.95,2007
Omskaja oblast`,32.8,59.51,2008
Omskaja oblast`,31.85,59.57,2009
Omskaja oblast`,28.52,61.39,2010
Omskaja oblast`,27.15,63.53,2011
Omskaja oblast`,27.89,62.35,2012
Omskaja oblast`,24.64,63.44,2013
Omskaja oblast`,25.78,59.72,2014
Omskaja oblast`,25.09,60.68,2015
Orenburgskaja oblast`,72.54,18.93,1998
Orenburgskaja oblast`,74.23,20.13,1999
Orenburgskaja oblast`,66.77,27.68,2000
Orenburgskaja oblast`,66.56,26.66,2001
Orenburgskaja oblast`,66.97,26.27,2002
Orenburgskaja oblast`,64.31,27.14,2003
Orenburgskaja oblast`,60.01,31.05,2004
Orenburgskaja oblast`,59.18,31.36,2005
Orenburgskaja oblast`,58.42,32.9,2006
Orenburgskaja oblast`,52.72,37.25,2007
Orenburgskaja oblast`,46.31,43.63,2008
Orenburgskaja oblast`,40.15,50.59,2009
Orenburgskaja oblast`,39.45,49.75,2010
Orenburgskaja oblast`,38.24,49.89,2011
Orenburgskaja oblast`,38.78,48.63,2012
Orenburgskaja oblast`,37.0,51.12,2013
Orenburgskaja oblast`,28.2,57.63,2014
Orenburgskaja oblast`,28.07,56.36,2015
Orlovskaja oblast`,77.59,12.08,1998
Orlovskaja oblast`,73.48,18.0,1999
Orlovskaja oblast`,72.52,19.05,2000
Orlovskaja oblast`,68.42,21.31,2001
Orlovskaja oblast`,67.09,22.21,2002
Orlovskaja oblast`,64.01,24.76,2003
Orlovskaja oblast`,57.17,31.39,2004
Orlovskaja oblast`,53.75,33.34,2005
Orlovskaja oblast`,50.83,36.89,2006
Orlovskaja oblast`,49.88,36.69,2007
Orlovskaja oblast`,46.62,40.46,2008
Orlovskaja oblast`,47.47,38.34,2009
Orlovskaja oblast`,44.65,40.32,2010
Orlovskaja oblast`,42.93,41.15,2011
Orlovskaja oblast`,41.49,43.31,2012
Orlovskaja oblast`,35.96,49.11,2013
Orlovskaja oblast`,33.15,46.01,2014
Orlovskaja oblast`,31.29,49.34,2015
Penzenskaja oblast`,65.59,26.15,1998
Penzenskaja oblast`,64.64,26.53,1999
Penzenskaja oblast`,60.92,32.13,2000
Penzenskaja oblast`,55.23,30.56,2001
Penzenskaja oblast`,53.62,31.38,2002
Penzenskaja oblast`,53.19,29.15,2003
Penzenskaja oblast`,46.67,32.3,2004
Penzenskaja oblast`,42.67,37.61,2005
Penzenskaja oblast`,40.15,42.17,2006
Penzenskaja oblast`,42.29,38.4,2007
Penzenskaja oblast`,40.98,42.14,2008
Penzenskaja oblast`,41.12,40.71,2009
Penzenskaja oblast`,41.25,42.47,2010
Penzenskaja oblast`,36.23,50.15,2011
Penzenskaja oblast`,33.13,55.53,2012
Penzenskaja oblast`,24.34,65.16,2013
Penzenskaja oblast`,24.12,61.95,2014
Penzenskaja oblast`,29.81,54.17,2015
Permskij kraj,81.44,11.58,1998
Permskij kraj,81.55,9.94,1999
Permskij kraj,77.65,14.9,2000
Permskij kraj,64.16,28.7,2001
Permskij kraj,64.46,26.95,2002
Permskij kraj,63.04,26.6,2003
Permskij kraj,56.83,30.24,2004
Permskij kraj,50.43,36.52,2005
Permskij kraj,45.64,42.06,2006
Permskij kraj,46.95,40.34,2007
Permskij kraj,42.77,44.91,2008
Permskij kraj,44.32,43.0,2009
Permskij kraj,45.72,41.72,2010
Permskij kraj,44.28,43.3,2011
Permskij kraj,42.29,45.07,2012
Permskij kraj,41.98,44.75,2013
Permskij kraj,46.32,36.03,2014
Permskij kraj,45.27,37.32,2015
Pskovskaja oblast`,84.71,8.76,1998
Pskovskaja oblast`,65.24,18.58,1999
Pskovskaja oblast`,71.55,15.25,2000
Pskovskaja oblast`,64.51,20.31,2001
Pskovskaja oblast`,54.12,29.0,2002
Pskovskaja oblast`,49.9,30.27,2003
Pskovskaja oblast`,41.89,34.86,2004
Pskovskaja oblast`,44.58,35.82,2005
Pskovskaja oblast`,43.55,38.98,2006
Pskovskaja oblast`,48.63,34.8,2007
Pskovskaja oblast`,50.79,33.35,2008
Pskovskaja oblast`,52.76,30.43,2009
Pskovskaja oblast`,54.04,25.99,2010
Pskovskaja oblast`,54.19,24.17,2011
Pskovskaja oblast`,55.56,24.74,2012
Pskovskaja oblast`,49.53,31.34,2013
Pskovskaja oblast`,43.66,30.86,2014
Pskovskaja oblast`,42.88,28.59,2015
Rostovskaja oblast`,67.87,17.58,1998
Rostovskaja oblast`,62.24,22.3,1999
Rostovskaja oblast`,55.79,26.48,2000
Rostovskaja oblast`,50.51,35.48,2001
Rostovskaja oblast`,48.15,38.44,2002
Rostovskaja oblast`,44.93,41.59,2003
Rostovskaja oblast`,43.07,45.88,2004
Rostovskaja oblast`,41.96,45.95,2005
Rostovskaja oblast`,38.51,49.25,2006
Rostovskaja oblast`,35.38,50.73,2007
Rostovskaja oblast`,37.02,46.28,2008
Rostovskaja oblast`,38.39,44.5,2009
Rostovskaja oblast`,38.11,42.69,2010
Rostovskaja oblast`,38.14,44.04,2011
Rostovskaja oblast`,37.78,45.26,2012
Rostovskaja oblast`,33.89,48.43,2013
Rostovskaja oblast`,29.97,52.82,2014
Rostovskaja oblast`,29.98,48.49,2015
Rjazanskaja oblast`,76.37,18.32,1998
Rjazanskaja oblast`,75.02,20.21,1999
Rjazanskaja oblast`,72.22,21.86,2000
Rjazanskaja oblast`,68.26,25.47,2001
Rjazanskaja oblast`,64.82,28.23,2002
Rjazanskaja oblast`,63.32,29.44,2003
Rjazanskaja oblast`,54.4,37.33,2004
Rjazanskaja oblast`,50.76,39.3,2005
Rjazanskaja oblast`,50.67,39.57,2006
Rjazanskaja oblast`,48.86,38.96,2007
Rjazanskaja oblast`,48.63,37.51,2008
Rjazanskaja oblast`,46.59,38.55,2009
Rjazanskaja oblast`,45.9,38.64,2010
Rjazanskaja oblast`,41.92,41.4,2011
Rjazanskaja oblast`,43.49,42.19,2012
Rjazanskaja oblast`,40.52,44.57,2013
Rjazanskaja oblast`,36.98,43.01,2014
Rjazanskaja oblast`,36.94,43.32,2015
Samarskaja oblast`,71.49,18.43,1998
Samarskaja oblast`,64.08,26.27,1999
Samarskaja oblast`,60.53,29.27,2000
Samarskaja oblast`,60.83,31.36,2001
Samarskaja oblast`,57.45,34.65,2002
Samarskaja oblast`,54.12,37.25,2003
Samarskaja oblast`,53.19,39.65,2004
Samarskaja oblast`,56.02,35.08,2005
Samarskaja oblast`,49.65,40.58,2006
Samarskaja oblast`,47.3,39.46,2007
Samarskaja oblast`,49.27,36.78,2008
Samarskaja oblast`,49.76,35.37,2009
Samarskaja oblast`,46.75,38.17,2010
Samarskaja oblast`,46.46,37.86,2011
Samarskaja oblast`,44.59,38.06,2012
Samarskaja oblast`,41.06,41.21,2013
Samarskaja oblast`,32.28,49.33,2014
Samarskaja oblast`,29.36,52.63,2015
Saratovskaja oblast`,72.42,19.03,1998
Saratovskaja oblast`,68.72,22.71,1999
Saratovskaja oblast`,65.18,24.33,2000
Saratovskaja oblast`,64.56,23.04,2001
Saratovskaja oblast`,65.05,24.84,2002
Saratovskaja oblast`,56.07,34.88,2003
Saratovskaja oblast`,53.6,38.3,2004
Saratovskaja oblast`,57.51,33.02,2005
Saratovskaja oblast`,49.82,40.9,2006
Saratovskaja oblast`,51.22,37.85,2007
Saratovskaja oblast`,55.24,26.26,2008
Saratovskaja oblast`,50.91,31.97,2009
Saratovskaja oblast`,49.6,34.31,2010
Saratovskaja oblast`,49.26,35.4,2011
Saratovskaja oblast`,48.27,37.09,2012
Saratovskaja oblast`,41.15,39.86,2013
Saratovskaja oblast`,32.06,44.55,2014
Saratovskaja oblast`,31.71,46.41,2015
Sahalinskaja oblast`,85.89,9.16,1998
Sahalinskaja oblast`,87.05,10.05,1999
Sahalinskaja oblast`,83.35,12.08,2000
Sahalinskaja oblast`,78.77,14.4,2001
Sahalinskaja oblast`,77.15,14.76,2002
Sahalinskaja oblast`,75.74,15.51,2003
Sahalinskaja oblast`,73.5,16.43,2004
Sahalinskaja oblast`,68.79,17.78,2005
Sahalinskaja oblast`,62.31,24.82,2006
Sahalinskaja oblast`,64.81,23.76,2007
Sahalinskaja oblast`,59.94,24.98,2008
Sahalinskaja oblast`,63.19,21.15,2009
Sahalinskaja oblast`,59.65,23.6,2010
Sahalinskaja oblast`,57.55,26.16,2011
Sahalinskaja oblast`,56.12,27.57,2012
Sahalinskaja oblast`,52.52,31.03,2013
Sahalinskaja oblast`,48.15,34.45,2014
Sahalinskaja oblast`,49.51,33.93,2015
Sverdlovskaja oblast`,67.99,20.65,1998
Sverdlovskaja oblast`,67.12,24.34,1999
Sverdlovskaja oblast`,65.35,25.53,2000
Sverdlovskaja oblast`,64.43,26.22,2001
Sverdlovskaja oblast`,62.75,26.54,2002
Sverdlovskaja oblast`,60.14,28.14,2003
Sverdlovskaja oblast`,55.6,33.18,2004
Sverdlovskaja oblast`,56.15,32.66,2005
Sverdlovskaja oblast`,55.93,34.1,2006
Sverdlovskaja oblast`,51.55,36.23,2007
Sverdlovskaja oblast`,49.09,37.47,2008
Sverdlovskaja oblast`,48.43,38.92,2009
Sverdlovskaja oblast`,46.77,37.9,2010
Sverdlovskaja oblast`,45.16,40.55,2011
Sverdlovskaja oblast`,43.45,42.51,2012
Sverdlovskaja oblast`,43.72,42.47,2013
Sverdlovskaja oblast`,39.54,43.37,2014
Sverdlovskaja oblast`,42.03,40.66,2015
Smolenskaja oblast`,70.53,22.42,1998
Smolenskaja oblast`,67.23,27.57,1999
Smolenskaja oblast`,70.61,23.02,2000
Smolenskaja oblast`,66.88,25.91,2001
Smolenskaja oblast`,62.48,29.58,2002
Smolenskaja oblast`,63.17,28.47,2003
Smolenskaja oblast`,64.17,27.66,2004
Smolenskaja oblast`,57.91,32.27,2005
Smolenskaja oblast`,61.09,28.4,2006
Smolenskaja oblast`,54.23,31.77,2007
Smolenskaja oblast`,54.91,29.55,2008
Smolenskaja oblast`,54.34,28.88,2009
Smolenskaja oblast`,54.09,27.35,2010
Smolenskaja oblast`,52.32,29.93,2011
Smolenskaja oblast`,53.39,29.93,2012
Smolenskaja oblast`,50.63,31.7,2013
Smolenskaja oblast`,44.27,34.9,2014
Smolenskaja oblast`,42.74,35.03,2015
Tambovskaja oblast`,81.75,10.47,1998
Tambovskaja oblast`,71.46,20.67,1999
Tambovskaja oblast`,74.49,18.06,2000
Tambovskaja oblast`,76.29,15.53,2001
Tambovskaja oblast`,73.71,18.49,2002
Tambovskaja oblast`,71.15,22.08,2003
Tambovskaja oblast`,67.53,27.08,2004
Tambovskaja oblast`,54.38,39.19,2005
Tambovskaja oblast`,53.51,39.93,2006
Tambovskaja oblast`,53.84,36.69,2007
Tambovskaja oblast`,50.45,38.94,2008
Tambovskaja oblast`,49.28,39.49,2009
Tambovskaja oblast`,41.73,45.85,2010
Tambovskaja oblast`,41.96,44.83,2011
Tambovskaja oblast`,40.11,46.48,2012
Tambovskaja oblast`,34.21,53.4,2013
Tambovskaja oblast`,28.24,55.84,2014
Tambovskaja oblast`,27.77,57.14,2015
Tverskaja oblast`,74.84,14.82,1998
Tverskaja oblast`,80.99,13.84,1999
Tverskaja oblast`,74.28,18.3,2000
Tverskaja oblast`,74.06,17.81,2001
Tverskaja oblast`,74.15,17.49,2002
Tverskaja oblast`,70.76,19.16,2003
Tverskaja oblast`,67.37,21.34,2004
Tverskaja oblast`,67.02,22.21,2005
Tverskaja oblast`,61.95,27.64,2006
Tverskaja oblast`,57.88,31.35,2007
Tverskaja oblast`,52.94,30.43,2008
Tverskaja oblast`,54.95,30.08,2009
Tverskaja oblast`,54.4,30.09,2010
Tverskaja oblast`,53.01,31.8,2011
Tverskaja oblast`,52.42,30.67,2012
Tverskaja oblast`,51.84,33.44,2013
Tverskaja oblast`,44.41,37.92,2014
Tverskaja oblast`,42.58,39.69,2015
Tomskaja oblast`,78.85,10.97,1998
Tomskaja oblast`,77.58,13.23,1999
Tomskaja oblast`,71.39,19.3,2000
Tomskaja oblast`,71.16,19.57,2001
Tomskaja oblast`,68.74,19.01,2002
Tomskaja oblast`,66.92,20.82,2003
Tomskaja oblast`,61.31,27.39,2004
Tomskaja oblast`,60.0,28.14,2005
Tomskaja oblast`,57.71,32.95,2006
Tomskaja oblast`,56.12,29.83,2007
Tomskaja oblast`,52.76,32.88,2008
Tomskaja oblast`,54.99,31.72,2009
Tomskaja oblast`,55.81,28.75,2010
Tomskaja oblast`,57.52,26.6,2011
Tomskaja oblast`,57.36,25.33,2012
Tomskaja oblast`,55.16,27.46,2013
Tomskaja oblast`,44.63,37.0,2014
Tomskaja oblast`,43.86,37.81,2015
Tul`skaja oblast`,74.75,19.34,1998
Tul`skaja oblast`,71.54,22.63,1999
Tul`skaja oblast`,70.06,24.15,2000
Tul`skaja oblast`,68.84,24.47,2001
Tul`skaja oblast`,64.56,28.3,2002
Tul`skaja oblast`,65.74,26.8,2003
Tul`skaja oblast`,63.9,26.8,2004
Tul`skaja oblast`,61.06,29.0,2005
Tul`skaja oblast`,53.01,33.67,2006
Tul`skaja oblast`,51.96,32.93,2007
Tul`skaja oblast`,49.8,33.91,2008
Tul`skaja oblast`,49.7,33.25,2009
Tul`skaja oblast`,50.27,32.51,2010
Tul`skaja oblast`,49.92,33.67,2011
Tul`skaja oblast`,50.8,31.47,2012
Tul`skaja oblast`,45.71,38.03,2013
Tul`skaja oblast`,39.56,42.21,2014
Tul`skaja oblast`,39.28,43.55,2015
Tjumenskaja oblast`,72.26,18.69,1998
Tjumenskaja oblast`,69.09,22.01,1999
Tjumenskaja oblast`,73.37,18.8,2000
Tjumenskaja oblast`,70.8,21.15,2001
Tjumenskaja oblast`,65.51,27.06,2002
Tjumenskaja oblast`,57.02,35.75,2003
Tjumenskaja oblast`,56.91,36.14,2004
Tjumenskaja oblast`,56.41,37.72,2005
Tjumenskaja oblast`,57.22,38.51,2006
Tjumenskaja oblast`,49.44,38.79,2007
Tjumenskaja oblast`,49.22,38.31,2008
Tjumenskaja oblast`,47.15,38.67,2009
Tjumenskaja oblast`,45.82,39.11,2010
Tjumenskaja oblast`,44.73,40.07,2011
Tjumenskaja oblast`,44.76,39.87,2012
Tjumenskaja oblast`,44.44,40.33,2013
Tjumenskaja oblast`,43.05,42.34,2014
Tjumenskaja oblast`,43.13,42.07,2015
Ul`janovskaja oblast`,66.26,29.71,1998
Ul`janovskaja oblast`,62.69,34.23,1999
Ul`janovskaja oblast`,62.79,34.46,2000
Ul`janovskaja oblast`,59.32,36.85,2001
Ul`janovskaja oblast`,58.04,35.71,2002
Ul`janovskaja oblast`,59.82,30.27,2003
Ul`janovskaja oblast`,56.98,31.02,2004
Ul`janovskaja oblast`,64.46,23.45,2005
Ul`janovskaja oblast`,49.05,38.41,2006
Ul`janovskaja oblast`,47.59,38.78,2007
Ul`janovskaja oblast`,50.1,32.17,2008
Ul`janovskaja oblast`,51.98,31.24,2009
Ul`janovskaja oblast`,52.13,29.62,2010
Ul`janovskaja oblast`,45.73,36.96,2011
Ul`janovskaja oblast`,45.59,37.95,2012
Ul`janovskaja oblast`,43.79,40.83,2013
Ul`janovskaja oblast`,35.95,43.65,2014
Ul`janovskaja oblast`,33.63,47.8,2015
CHeljabinskaja oblast`,66.8,20.99,1998
CHeljabinskaja oblast`,70.77,20.54,1999
CHeljabinskaja oblast`,67.45,24.86,2000
CHeljabinskaja oblast`,68.27,23.81,2001
CHeljabinskaja oblast`,65.06,26.96,2002
CHeljabinskaja oblast`,60.72,30.13,2003
CHeljabinskaja oblast`,57.11,33.04,2004
CHeljabinskaja oblast`,56.5,32.92,2005
CHeljabinskaja oblast`,48.78,39.6,2006
CHeljabinskaja oblast`,42.94,42.62,2007
CHeljabinskaja oblast`,42.14,44.55,2008
CHeljabinskaja oblast`,43.12,42.84,2009
CHeljabinskaja oblast`,40.25,46.05,2010
CHeljabinskaja oblast`,44.74,41.62,2011
CHeljabinskaja oblast`,47.62,38.94,2012
CHeljabinskaja oblast`,34.95,51.27,2013
CHeljabinskaja oblast`,37.62,43.7,2014
CHeljabinskaja oblast`,40.44,39.79,2015
Zabajkal`skij kraj,76.86,16.53,1998
Zabajkal`skij kraj,75.06,18.6,1999
Zabajkal`skij kraj,71.36,20.9,2000
Zabajkal`skij kraj,66.95,23.16,2001
Zabajkal`skij kraj,66.17,23.75,2002
Zabajkal`skij kraj,64.54,24.79,2003
Zabajkal`skij kraj,56.54,33.14,2004
Zabajkal`skij kraj,49.01,39.94,2005
Zabajkal`skij kraj,49.57,40.52,2006
Zabajkal`skij kraj,56.99,32.66,2007
Zabajkal`skij kraj,56.26,32.9,2008
Zabajkal`skij kraj,55.65,33.67,2009
Zabajkal`skij kraj,55.41,33.75,2010
Zabajkal`skij kraj,55.48,33.56,2011
Zabajkal`skij kraj,54.82,34.26,2012
Zabajkal`skij kraj,54.24,34.44,2013
Zabajkal`skij kraj,55.22,29.11,2014
Zabajkal`skij kraj,55.08,28.98,2015
JAroslavskaja oblast`,79.0,15.16,1998
JAroslavskaja oblast`,76.53,17.95,1999
JAroslavskaja oblast`,67.19,26.2,2000
JAroslavskaja oblast`,62.72,29.97,2001
JAroslavskaja oblast`,60.57,33.61,2002
JAroslavskaja oblast`,66.96,28.04,2003
JAroslavskaja oblast`,66.93,28.15,2004
JAroslavskaja oblast`,59.58,32.2,2005
JAroslavskaja oblast`,58.24,33.08,2006
JAroslavskaja oblast`,54.16,31.74,2007
JAroslavskaja oblast`,51.49,32.92,2008
JAroslavskaja oblast`,50.9,33.45,2009
JAroslavskaja oblast`,45.94,35.91,2010
JAroslavskaja oblast`,45.65,37.25,2011
JAroslavskaja oblast`,48.01,34.68,2012
JAroslavskaja oblast`,44.75,39.97,2013
JAroslavskaja oblast`,44.89,34.87,2014
JAroslavskaja oblast`,44.69,35.44,2015
Moskva,71.48,14.18,1998
Moskva,63.48,23.76,1999
Moskva,62.28,25.59,2000
Moskva,59.66,29.87,2001
Moskva,59.34,30.56,2002
Moskva,60.32,29.21,2003
Moskva,59.47,30.69,2004
Moskva,57.91,32.45,2005
Moskva,56.8,33.11,2006
Moskva,56.26,31.14,2007
Moskva,53.45,31.68,2008
Moskva,54.64,28.2,2009
Moskva,49.0,32.4,2010
Moskva,48.86,32.95,2011
Moskva,48.75,33.2,2012
Moskva,47.86,34.58,2013
Moskva,49.31,32.54,2014
Moskva,46.93,35.07,2015
Sankt-Peterburg,70.46,19.98,1998
Sankt-Peterburg,58.92,32.52,1999
Sankt-Peterburg,56.44,32.73,2000
Sankt-Peterburg,49.2,40.07,2001
Sankt-Peterburg,50.82,38.63,2002
Sankt-Peterburg,45.66,42.15,2003
Sankt-Peterburg,46.57,43.51,2004
Sankt-Peterburg,47.35,38.29,2005
Sankt-Peterburg,44.98,42.96,2006
Sankt-Peterburg,43.42,41.25,2007
Sankt-Peterburg,36.19,45.57,2008
Sankt-Peterburg,29.74,56.56,2009
Sankt-Peterburg,33.6,50.05,2010
Sankt-Peterburg,38.52,44.32,2011
Sankt-Peterburg,37.74,42.34,2012
Sankt-Peterburg,43.52,33.39,2013
Sankt-Peterburg,43.86,29.76,2014
Sankt-Peterburg,45.0,28.8,2015
Evrejskaja avtonomnaja oblast`,82.2,10.36,1998
Evrejskaja avtonomnaja oblast`,80.41,10.14,1999
Evrejskaja avtonomnaja oblast`,78.38,10.76,2000
Evrejskaja avtonomnaja oblast`,75.12,13.93,2001
Evrejskaja avtonomnaja oblast`,61.29,27.02,2002
Evrejskaja avtonomnaja oblast`,48.65,37.06,2003
Evrejskaja avtonomnaja oblast`,48.06,41.48,2004
Evrejskaja avtonomnaja oblast`,44.89,46.7,2005
Evrejskaja avtonomnaja oblast`,47.27,44.35,2006
Evrejskaja avtonomnaja oblast`,51.62,37.09,2007
Evrejskaja avtonomnaja oblast`,52.88,35.17,2008
Evrejskaja avtonomnaja oblast`,52.5,35.82,2009
Evrejskaja avtonomnaja oblast`,55.26,33.74,2010
Evrejskaja avtonomnaja oblast`,55.17,33.9,2011
Evrejskaja avtonomnaja oblast`,55.77,33.87,2012
Evrejskaja avtonomnaja oblast`,49.04,39.51,2013
Evrejskaja avtonomnaja oblast`,48.21,38.42,2014
Evrejskaja avtonomnaja oblast`,48.85,38.03,2015
Burjatija,89.77,6.25,1998
Burjatija,90.71,5.5,1999
Burjatija,85.45,11.0,2000
Burjatija,89.25,6.98,2001
Burjatija,84.7,11.17,2002
Burjatija,71.36,21.05,2003
Burjatija,64.99,23.77,2004
Burjatija,70.29,20.44,2005
Burjatija,63.63,27.66,2006
Burjatija,66.87,23.19,2007
Burjatija,63.99,25.23,2008
Burjatija,62.55,26.08,2009
Burjatija,63.39,23.94,2010
Burjatija,64.28,23.11,2011
Burjatija,63.37,23.28,2012
Burjatija,60.69,28.9,2013
Burjatija,56.52,30.85,2014
Burjatija,53.87,31.45,2015
CHukotskij avtonomnyj okrug,88.55,4.33,1998
CHukotskij avtonomnyj okrug,90.69,3.89,1999
CHukotskij avtonomnyj okrug,79.66,7.97,2000
CHukotskij avtonomnyj okrug,79.9,11.21,2001
CHukotskij avtonomnyj okrug,86.08,5.18,2002
CHukotskij avtonomnyj okrug,75.19,9.4,2003
CHukotskij avtonomnyj okrug,75.43,8.21,2004
CHukotskij avtonomnyj okrug,75.94,7.78,2005
CHukotskij avtonomnyj okrug,79.61,6.44,2006
CHukotskij avtonomnyj okrug,77.69,7.09,2007
CHukotskij avtonomnyj okrug,77.08,6.97,2008
CHukotskij avtonomnyj okrug,76.49,6.04,2009
CHukotskij avtonomnyj okrug,72.26,10.06,2010
CHukotskij avtonomnyj okrug,70.62,10.13,2011
CHukotskij avtonomnyj okrug,66.09,14.47,2012
CHukotskij avtonomnyj okrug,66.45,16.74,2013
CHukotskij avtonomnyj okrug,54.99,19.89,2014
CHukotskij avtonomnyj okrug,58.12,27.42,2015
