measure,location,sex,age,cause,metric,year,val,upper,lower
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Alcohol use disorders,Number,2019,706208.1507306057,715101.2656402469,697767.7036606878
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Alcohol use disorders,Number,2019,177745.35846561822,180555.7046803698,174715.47873720844
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Cirrhosis due to alcohol,Number,2011,645272.8171039115,698994.8162456171,592352.923149022
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Cirrhosis due to alcohol,Number,2011,284683.6308241328,320248.371645965,246270.730688618
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Alcoholic cardiomyopathy,Number,2019,800999.1635541931,816640.9900784459,783049.7530951264
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Alcoholic cardiomyopathy,Number,2019,253826.14347542563,259977.217631504,247946.0127328806
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Cirrhosis due to alcohol,Number,2013,623106.5811572303,676260.0471337215,572928.0446857387
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Cirrhosis due to alcohol,Number,2013,273323.5204710355,307422.57705941563,236463.25391691359
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Alcohol use disorders,Number,2020,690691.5098881504,720517.122740987,660783.1138145392
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Alcohol use disorders,Number,2020,174616.74547347415,183379.22963101638,165022.54856613162
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Alcoholic cardiomyopathy,Number,2020,817226.9711900002,878043.355208379,740521.4701734735
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Alcoholic cardiomyopathy,Number,2020,251264.85103457188,290032.02061485103,233628.79923130872
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Liver cancer due to alcohol use,Number,2007,36928.89766677194,40196.114617927255,33670.003003670405
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Liver cancer due to alcohol use,Number,2007,15232.013939652805,17390.732935208714,13393.121049250636
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Alcohol use disorders,Number,2021,678671.2145653594,737229.113599017,610003.2860886652
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Alcohol use disorders,Number,2021,176410.99890889693,195871.35274626402,156785.0046942102
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Alcoholic cardiomyopathy,Number,2021,794080.8788915799,886816.4838840237,685346.4960419954
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Alcoholic cardiomyopathy,Number,2021,252453.52911903753,293528.4076516562,220266.22331473438
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Liver cancer due to alcohol use,Number,2008,40380.41766505332,44027.08344484213,36698.47109743997
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Liver cancer due to alcohol use,Number,2008,16387.601945886043,18709.977006577814,14427.771040798112
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Liver cancer due to alcohol use,Number,2010,41825.27703400707,45589.138326914115,37890.85713588298
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Liver cancer due to alcohol use,Number,2010,16746.710085914783,19083.40256325034,14725.08791274596
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Liver cancer due to alcohol use,Number,2009,40192.04664149557,43785.99923573583,36452.686126202774
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Liver cancer due to alcohol use,Number,2009,16321.664083583833,18642.213260504417,14307.175364380906
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Liver cancer due to alcohol use,Number,2011,41062.8040710161,44831.05694443162,37146.70464640127
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Liver cancer due to alcohol use,Number,2011,15987.105045251765,18252.134216367434,14032.816469966801
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Liver cancer due to alcohol use,Number,2012,41417.535189052694,45150.98831303206,37500.78168963619
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Liver cancer due to alcohol use,Number,2012,15578.032575454301,17751.729544689606,13622.943532707552
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Liver cancer due to alcohol use,Number,2013,42745.375517289925,46747.87956636511,38673.706536216974
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Liver cancer due to alcohol use,Number,2013,15818.303441252287,18024.040925740464,13761.795479217099
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Liver cancer due to alcohol use,Number,2014,45009.26308100113,49440.20743015537,40663.96494727075
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Liver cancer due to alcohol use,Number,2014,16044.016735094407,18324.226899008994,13930.453939812001
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Liver cancer due to alcohol use,Number,2015,46523.327191616554,51148.23073423923,42055.0466764714
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Liver cancer due to alcohol use,Number,2015,16294.029819216492,18662.46155052371,14153.72669264484
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Liver cancer due to alcohol use,Number,2016,46293.32145482759,50957.690435842844,41986.641410568154
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Liver cancer due to alcohol use,Number,2016,15750.76199283916,18063.833786518113,13627.580386913793
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Liver cancer due to alcohol use,Number,2017,41836.48893693755,46010.22108891039,37839.01360507855
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Liver cancer due to alcohol use,Number,2017,13848.131152552585,15951.643940355225,11955.786053747384
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Liver cancer due to alcohol use,Number,2019,43115.291619202944,47474.87188967382,39073.38041643397
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Liver cancer due to alcohol use,Number,2019,13423.675782473001,15496.664015269025,11646.95583663686
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Liver cancer due to alcohol use,Number,2018,42452.3610408465,46675.631600563276,38535.986046136815
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Liver cancer due to alcohol use,Number,2018,13410.37973060438,15467.226323704364,11592.568133388337
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Liver cancer due to alcohol use,Number,2020,44193.614262577525,49309.96751315429,39256.70383937796
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Liver cancer due to alcohol use,Number,2020,13545.478289587762,15691.181045264544,11652.465931773238
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Liver cancer due to alcohol use,Number,2021,44414.32332029255,51110.42869839108,38292.88917506415
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Liver cancer due to alcohol use,Number,2021,14070.46779758126,16576.867643477744,11749.625169337729
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Cirrhosis due to alcohol,Number,2014,666855.3006954587,722859.9629258389,612641.4335021889
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Cirrhosis due to alcohol,Number,2014,288854.3621288701,325058.11607081204,250688.75170149992
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Cirrhosis due to alcohol,Number,2015,658949.7935925737,714471.7535205955,604610.9164156961
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Cirrhosis due to alcohol,Number,2015,287970.17717978783,322481.38221338834,249234.47884673328
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Cirrhosis due to alcohol,Number,2016,629420.908499724,681282.8953824735,579218.2951735433
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Cirrhosis due to alcohol,Number,2016,274612.133185611,308108.1047912317,237428.05038643494
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Cirrhosis due to alcohol,Number,2017,571756.4117865453,622296.9882119348,526337.4873252728
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Cirrhosis due to alcohol,Number,2017,250824.4539940262,283262.77751744847,217658.07245105764
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Cirrhosis due to alcohol,Number,2018,578781.2321062803,628538.7519273665,532590.0122287675
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Cirrhosis due to alcohol,Number,2018,253802.62273429477,285609.55017183936,219743.6793408681
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Cirrhosis due to alcohol,Number,2019,586158.0822299786,633104.6176079826,538999.8928903244
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Cirrhosis due to alcohol,Number,2019,256265.1960940376,288930.6178151142,221307.0054896901
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Cirrhosis due to alcohol,Number,2020,575998.6404750829,627884.6501719378,525021.2657737499
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Cirrhosis due to alcohol,Number,2020,254305.8920324022,291581.41221135185,219087.10354144647
YLLs (Years of Life Lost),Russian Federation,Male,All ages,Cirrhosis due to alcohol,Number,2021,560322.3608347472,628674.1075300924,487755.71421265905
YLLs (Years of Life Lost),Russian Federation,Female,All ages,Cirrhosis due to alcohol,Number,2021,256063.25214051036,304364.2969879884,209797.35580084618
