sellChampagne,sellConjac,sellBeer,sellVina,sellVodka,year,region,id,poisoning,grp,unemploy,regname,mortality_females,mortality_males,mortality_all,alcohol_sales,log_sales,loggrp,beer_share,vodka_share,vine_share,ratio_vodka_beer,log_poison,log_mortality_males,log_mortality_all,population,region_eng,rayon,rayon_name,fedokrug,fedokrug_name,pop2000,loggrp_pc,_Iyear_1999,_Iyear_2000,_Iyear_2001,_Iyear_2002,_Iyear_2003,_Iyear_2004,_Iyear_2005,_Iyear_2006,_Iyear_2007,_Iyear_2008,_Iyear_2009,_Iyear_2010,_Iyear_2011,_Iyear_2012,_Iyear_2013,_Iyear_2014,_Iyear_2015,_Ifedokrug_1002,_Ifedokrug_1003,_Ifedokrug_1004,_Ifedokrug_1005,_Ifedokrug_1006,_Ifedokrug_1007,id_year,region_name
0.3,0.1,8.8,1.9,3.4,1998, Adygeja,1,15.3,3112.6,15.8,Ðåñïóáëèêà Àäûãåÿ,3113.0,3132.0,6245.0,2.104,0.74384034,8.043214,20.912546,64.63878,0.108365014,3.090909,2.7278528,8.049427,8.739536,450590.0,Adygeya republic,107,North-Caucasian rayon,1003,Southern Federal Okrug,45.0,-4.975099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,108,Republic of Adygea
0.3,0.1,11.2,2.3,4.3,1999, Adygeja,1,19.3,4524.8,19.6,Ðåñïóáëèêà Àäûãåÿ,3107.0,3108.0,6215.0,2.632,0.967744,8.417329,21.276596,65.34954,0.10486323,3.0714285,2.960105,8.041735,8.734721,449693.0,Adygeya republic,107,North-Caucasian rayon,1003,Southern Federal Okrug,44.0,-4.5989914,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,109,Republic of Adygea
0.6,0.1,27.4,3.1,5.4,2000, Adygeja,1,18.1,5519.6,14.3,Ðåñïóáëèêà Àäûãåÿ,3361.0,3349.0,6710.0,4.014,1.3897883,8.61606,34.130543,53.811657,0.092675634,1.5766424,2.895912,8.116417,8.811355,448192.0,Adygeya republic,107,North-Caucasian rayon,1003,Southern Federal Okrug,44.0,-4.396917,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,110,Republic of Adygea
0.5,0.1,22.0,3.8,7.8,2001, Adygeja,1,32.4,6641.8,14.1,Ðåñïóáëèêà Àäûãåÿ,3186.0,3380.0,6566.0,4.776,1.5636034,8.801138,23.031826,65.32663,0.09547739,2.8363636,3.4781585,8.125631,8.78966,446975.0,Adygeya republic,107,North-Caucasian rayon,1003,Southern Federal Okrug,44.0,-4.20912,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,111,Republic of Adygea
0.7,0.3,30.4,4.4,7.9,2002, Adygeja,1,29.1,7909.9,13.5,Ðåñïóáëèêà Àäûãåÿ,3275.0,3440.0,6715.0,5.412,1.6886188,8.97587,28.085735,58.388763,0.09756097,2.0789473,3.3707383,8.143227,8.812099,446729.0,Adygeya republic,107,North-Caucasian rayon,1003,Southern Federal Okrug,44.0,-4.0338373,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,Republic of Adygea
1.0,0.5,36.2,4.3,8.0,2003, Adygeja,1,29.6,9849.3,15.5,Ðåñïóáëèêà Àäûãåÿ,3332.0,3597.0,6929.0,5.846,1.7657577,9.195156,30.96134,54.73828,0.08826548,1.7679558,3.3877745,8.187856,8.843471,446035.0,Adygeya republic,107,North-Caucasian rayon,1003,Southern Federal Okrug,44.0,-3.8129966,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,113,Republic of Adygea
1.0,0.3,27.5,4.1,8.6,2004, Adygeja,1,27.9,12493.2,17.3,Ðåñïóáëèêà Àäûãåÿ,3210.0,3435.0,6645.0,5.547,1.7132572,9.43294,24.788174,62.015503,0.08869659,2.5018182,3.3286266,8.141772,8.80162,444840.0,Adygeya republic,107,North-Caucasian rayon,1003,Southern Federal Okrug,44.0,-3.5725305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114,Republic of Adygea
1.1,0.4,29.7,4.4,10.4,2005, Adygeja,1,33.6,17029.1,13.0,Ðåñïóáëèêà Àäûãåÿ,3194.0,3532.0,6726.0,6.465,1.866403,9.742679,22.969837,64.34648,0.08167053,2.8013468,3.5145261,8.16962,8.813736,443587.0,Adygeya republic,107,North-Caucasian rayon,1003,Southern Federal Okrug,44.0,-3.2599707,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115,Republic of Adygea
0.7,0.3,32.4,3.8,8.1,2006, Adygeja,1,30.5,21132.4,13.9,Ðåñïóáëèêà Àäûãåÿ,3191.0,3495.0,6686.0,5.52,1.7083778,9.958563,29.347824,58.69565,0.08260869,2.0,3.4177268,8.159089,8.807771,441967.0,Adygeya republic,107,North-Caucasian rayon,1003,Southern Federal Okrug,44.0,-3.0404277,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,116,Republic of Adygea
0.7,0.5,31.6,4.1,6.8,2007, Adygeja,1,24.9,29085.1,10.3,Ðåñïóáëèêà Àäûãåÿ,3010.0,3444.0,6454.0,5.076,1.6245236,10.277982,31.126871,53.5855,0.09692671,1.721519,3.2148678,8.144389,8.772455,441188.0,Adygeya republic,107,North-Caucasian rayon,1003,Southern Federal Okrug,44.0,-2.7192447,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,117,Republic of Adygea
1.8,0.9,30.9,5.6,6.4,2008, Adygeja,1,26.472,36134.4,7.3,Ðåñïóáëèêà Àäûãåÿ,3087.0,3471.0,6558.0,5.353,1.6776571,10.495001,28.862318,47.82365,0.12553708,1.656958,3.2760875,8.152198,8.788441,441976.0,Adygeya republic,107,North-Caucasian rayon,1003,Southern Federal Okrug,44.0,-2.50401,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,118,Republic of Adygea
1.6,1.2,31.5,6.8,7.4,2009, Adygeja,1,20.769,41511.5,7.7,Ðåñïóáëèêà Àäûãåÿ,2956.0,3263.0,6219.0,6.023,1.7955854,10.633726,26.149761,49.144947,0.13548066,1.8793651,3.0334616,8.090403,8.735364,439380.0,Adygeya republic,107,North-Caucasian rayon,1003,Southern Federal Okrug,43.0,-2.3593938,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,119,Republic of Adygea
1.6,1.0,31.5,6.2,6.6,2010, Adygeja,1,20.0,47194.5,9.3,Ðåñïóáëèêà Àäûãåÿ,2967.0,3221.0,6188.0,5.551,1.7139782,10.7620325,28.373264,47.558994,0.1340299,1.6761905,2.9957323,8.077447,8.730368,439760.0,Adygeya republic,107,North-Caucasian rayon,1003,Southern Federal Okrug,43.0,-2.231952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,120,Republic of Adygea
1.24,0.75,35.82,3.29,6.9,2011, Adygeja,1,17.9,56803.3,8.4,Ðåñïóáëèêà Àäûãåÿ,2974.0,3107.0,6081.0,5.3946,1.6853985,10.94735,33.199867,51.162273,0.0731843,1.5410385,2.8848007,8.041413,8.712924,439935.0,Adygeya republic,107,North-Caucasian rayon,1003,Southern Federal Okrug,43.0,-2.0470328,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,121,Republic of Adygea
1.3,0.7,34.5,3.1,5.6,2012, Adygeja,1,11.5,65300.4,8.1,Ðåñïóáëèêà Àäûãåÿ,2926.0,2998.0,5924.0,4.773,1.5629749,11.086754,36.140793,46.930653,0.07793841,1.2985507,2.442347,8.005701,8.686768,442451.0,Adygeya republic,107,North-Caucasian rayon,1003,Southern Federal Okrug,44.0,-1.9133312,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,122,Republic of Adygea
1.2,0.7,37.0,2.9,4.7,2013, Adygeja,1,13.0,70862.3,7.9,Ðåñïóáëèêà Àäûãåÿ,2838.0,2976.0,5814.0,4.502,1.5045217,11.168494,41.09285,41.75922,0.077298984,1.0162162,2.5649493,7.9983354,8.668024,444403.0,Adygeya republic,107,North-Caucasian rayon,1003,Southern Federal Okrug,44.0,-1.8359928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,123,Republic of Adygea
1.5,0.7,28.7,3.7,4.1,2014, Adygeja,1,13.846,77923.0,8.6,Ðåñïóáëèêà Àäûãåÿ,2920.0,3018.0,5938.0,3.979,1.3810306,11.263476,36.064335,41.216385,0.111585826,1.1428572,2.6279964,8.01235,8.689128,446406.0,Adygeya republic,107,North-Caucasian rayon,1003,Southern Federal Okrug,44.0,-1.7455077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,124,Republic of Adygea
1.3,0.6,27.2,3.5,3.8,2015, Adygeja,1,,,8.8,Ðåñïóáëèêà Àäûãåÿ,2848.0,2997.0,5845.0,3.696,1.3072512,,36.796535,41.125538,0.11363636,1.117647,,8.005367,8.673342,449171.0,Adygeya republic,107,North-Caucasian rayon,1003,Southern Federal Okrug,44.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,125,Republic of Adygea
0.9,0.2,17.5,1.8,10.7,1998, Bashkortostan,2,8.2,56529.0,13.4,Ðåñïóáëèêà Áàøêîðòîñòàí,23466.0,25004.0,48470.0,5.559,1.7154182,10.942509,15.740241,76.99226,0.03885591,4.8914285,2.104134,10.126791,10.7887,4112665.0,Bashkortostan republic,108,Ural rayon,1004,Volga Federal Okrug,411.0,-4.287073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,208,Republic of Bashkortostan
0.8,0.1,22.3,1.5,12.0,1999, Bashkortostan,2,6.9,97653.6,11.9,Ðåñïóáëèêà Áàøêîðòîñòàí,24950.0,27700.0,52650.0,6.231,1.8295368,11.4891815,17.8944,77.03419,0.02888782,4.3049326,1.9315214,10.229188,10.871422,4118684.0,Bashkortostan republic,108,Ural rayon,1004,Volga Federal Okrug,411.0,-3.7418628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,209,Republic of Bashkortostan
0.2,0.2,33.1,1.4,12.2,2000, Bashkortostan,2,7.9,145125.0,11.6,Ðåñïóáëèêà Áàøêîðòîñòàí,24830.0,28720.0,53550.0,6.807,1.9179515,11.885351,24.313208,71.6909,0.024680475,2.9486406,2.0668628,10.265349,10.888371,4117494.0,Bashkortostan republic,108,Ural rayon,1004,Volga Federal Okrug,411.0,-3.3454041,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,210,Republic of Bashkortostan
0.3,0.1,34.9,1.2,10.9,2001, Bashkortostan,2,10.7,166974.8,10.7,Ðåñïóáëèêà Áàøêîðòîñòàí,25398.0,29603.0,55001.0,6.325,1.84451,12.025599,27.588934,68.93281,0.022766799,2.4985673,2.3702438,10.295631,10.915107,4111714.0,Bashkortostan republic,108,Ural rayon,1004,Volga Federal Okrug,411.0,-3.203752,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,211,Republic of Bashkortostan
0.2,0.1,38.1,1.7,10.4,2002, Bashkortostan,2,13.9,187842.2,8.3,Ðåñïóáëèêà Áàøêîðòîñòàí,26610.0,31226.0,57836.0,6.333,1.845774,12.143357,30.08053,65.68767,0.03221222,2.183727,2.6318889,10.349007,10.965366,4105257.0,Bashkortostan republic,108,Ural rayon,1004,Volga Federal Okrug,410.0,-3.0844216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,212,Republic of Bashkortostan
0.3,0.2,25.0,1.5,8.3,2003, Bashkortostan,2,9.9,242920.5,8.2,Ðåñïóáëèêà Áàøêîðòîñòàí,26548.0,31689.0,58237.0,4.866,1.5822723,12.40049,25.688448,68.22852,0.03699137,2.656,2.2925348,10.363725,10.972276,4097293.0,Bashkortostan republic,108,Ural rayon,1004,Volga Federal Okrug,409.0,-2.8253472,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,213,Republic of Bashkortostan
0.3,0.2,35.4,1.2,9.2,2004, Bashkortostan,2,9.5,310845.1,7.2,Ðåñïóáëèêà Áàøêîðòîñòàí,26097.0,31629.0,57726.0,5.71,1.742219,12.64705,30.998247,64.44834,0.025218913,2.079096,2.2512918,10.36183,10.963463,4085559.0,Bashkortostan republic,108,Ural rayon,1004,Volga Federal Okrug,408.0,-2.5759192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,214,Republic of Bashkortostan
0.6,0.2,43.1,2.2,10.0,2005, Bashkortostan,2,9.3,381646.5,7.0,Ðåñïóáëèêà Áàøêîðòîñòàí,26504.0,31283.0,57787.0,6.571,1.882666,12.85225,32.795616,60.87353,0.040176533,1.8561485,2.2300143,10.35083,10.9645195,4071108.0,Bashkortostan republic,108,Ural rayon,1004,Volga Federal Okrug,407.0,-2.3671756,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,215,Republic of Bashkortostan
0.7,0.2,68.4,2.6,10.6,2006, Bashkortostan,2,6.7,505205.8,6.5,Ðåñïóáëèêà Áàøêîðòîñòàí,25508.0,29811.0,55319.0,8.136,2.0962987,13.132721,42.0354,52.114063,0.038348082,1.2397661,1.9021075,10.302632,10.920872,4057199.0,Bashkortostan republic,108,Ural rayon,1004,Volga Federal Okrug,405.0,-2.0832825,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216,Republic of Bashkortostan
0.9,0.2,68.7,3.0,11.1,2007, Bashkortostan,2,5.2,590054.1,6.5,Ðåñïóáëèêà Áàøêîðòîñòàí,25421.0,29723.0,55144.0,8.423,2.1309662,13.28797,40.781193,52.71281,0.042740114,1.2925764,1.6486586,10.299677,10.917704,4051860.0,Bashkortostan republic,108,Ural rayon,1004,Volga Federal Okrug,405.0,-1.926717,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,217,Republic of Bashkortostan
0.7,0.2,86.1,2.6,9.6,2008, Bashkortostan,2,5.672,743133.4,5.2,Ðåñïóáëèêà Áàøêîðòîñòàí,25901.0,29667.0,55568.0,8.621,2.154201,13.518631,49.9362,44.542397,0.036190696,0.8919861,1.7355418,10.297791,10.925363,4055011.0,Bashkortostan republic,108,Ural rayon,1004,Volga Federal Okrug,405.0,-1.696833,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,218,Republic of Bashkortostan
1.5,0.2,80.8,2.4,9.1,2009, Bashkortostan,2,6.131,647911.7,9.2,Ðåñïóáëèêà Áàøêîðòîñòàí,24727.0,28500.0,53227.0,8.228,2.107543,13.38151,49.100636,44.239185,0.035002433,0.9009901,1.8133578,10.257659,10.882321,4059373.0,Bashkortostan republic,108,Ural rayon,1004,Volga Federal Okrug,405.0,-1.8350294,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,219,Republic of Bashkortostan
0.5,0.2,79.6,2.2,8.7,2010, Bashkortostan,2,5.5,759203.3,8.9,Ðåñïóáëèêà Áàøêîðòîñòàí,25452.0,29005.0,54457.0,7.864,2.0622954,13.540025,50.610374,44.25229,0.033570703,0.8743719,1.704748,10.275224,10.905167,4068545.0,Bashkortostan republic,108,Ural rayon,1004,Volga Federal Okrug,406.0,-1.6787713,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,220,Republic of Bashkortostan
0.85,0.28,63.87,3.04,10.97,2011, Bashkortostan,2,6.6,941023.6,7.6,Ðåñïóáëèêà Áàøêîðòîñòàí,25262.0,29142.0,54404.0,8.1603,2.099281,13.754724,39.13459,53.772533,0.044704236,1.374041,1.8870697,10.279936,10.904193,4072085.0,Bashkortostan republic,108,Ural rayon,1004,Volga Federal Okrug,407.0,-1.4649422,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,221,Republic of Bashkortostan
0.8,0.4,78.3,4.0,11.7,2012, Bashkortostan,2,6.3,1149384.6,6.1,Ðåñïóáëèêà Áàøêîðòîñòàí,24683.0,28941.0,53624.0,9.331,2.2333422,13.954738,41.956917,50.155396,0.05144143,1.1954023,1.8405496,10.273015,10.889752,4064245.0,Bashkortostan republic,108,Ural rayon,1004,Volga Federal Okrug,406.0,-1.2630008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,222,Republic of Bashkortostan
0.8,0.6,90.3,4.0,10.8,2013, Bashkortostan,2,6.1,1163219.0,5.8,Ðåñïóáëèêà Áàøêîðòîñòàí,24756.0,28590.0,53346.0,9.651,2.2670615,13.9667015,46.78272,44.7622,0.049735777,0.95681065,1.8082888,10.260813,10.884554,4060957.0,Bashkortostan republic,108,Ural rayon,1004,Volga Federal Okrug,406.0,-1.2502277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,223,Republic of Bashkortostan
0.9,0.4,75.1,3.2,9.5,2014, Bashkortostan,2,4.029,1248817.8,5.3,Ðåñïóáëèêà Áàøêîðòîñòàí,24812.0,28697.0,53509.0,8.207,2.1049874,14.037708,45.753624,46.30194,0.046789326,1.011984,1.3935182,10.264548,10.887605,4069698.0,Bashkortostan republic,108,Ural rayon,1004,Volga Federal Okrug,406.0,-1.1813711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,224,Republic of Bashkortostan
0.8,0.4,75.7,2.5,6.2,2015, Bashkortostan,2,,,6.1,Ðåñïóáëèêà Áàøêîðòîñòàí,25309.0,28715.0,54024.0,6.821,1.9200062,,55.4904,36.358307,0.04398182,0.65521795,,10.265175,10.897183,4071987.0,Bashkortostan republic,108,Ural rayon,1004,Volga Federal Okrug,407.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,225,Republic of Bashkortostan
0.5,0.1,7.6,3.4,9.0,1998,Altaj,4,47.2,1527.6,18.3,Ðåñïóáëèêà Àëòàé,1095.0,1272.0,2367.0,4.488,1.5014071,7.3314533,8.467023,80.213905,0.09090909,9.473684,3.854394,7.148346,7.7693787,201087.0,Altai republic,109,West-Siberia rayon,1006,Siberia Federal Okrug,20.0,-4.8800397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,408,Altai Republic
0.6,0.1,5.1,4.8,7.9,1999,Altaj,4,34.1,2186.2,19.7,Ðåñïóáëèêà Àëòàé,1155.0,1381.0,2536.0,4.103,1.4117185,7.68992,6.2149644,77.016815,0.14038508,12.392157,3.5292974,7.230563,7.838343,202071.0,Altai republic,109,West-Siberia rayon,1006,Siberia Federal Okrug,20.0,-4.5264544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,409,Altai Republic
0.7,0.1,12.1,5.4,9.8,2000,Altaj,4,58.2,2737.5,17.3,Ðåñïóáëèêà Àëòàé,1192.0,1453.0,2645.0,5.297,1.6671406,7.9148,11.421559,74.00416,0.1223334,6.4793386,4.063885,7.281386,7.8804264,202743.0,Altai republic,109,West-Siberia rayon,1006,Siberia Federal Okrug,20.0,-4.3048944,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,410,Altai Republic
0.9,0.1,18.7,5.7,10.6,2001,Altaj,4,86.7,4499.4,9.6,Ðåñïóáëèêà Àëòàé,1289.0,1581.0,2870.0,6.007,1.7929255,8.411699,15.565173,70.58432,0.113867156,4.5347595,4.462454,7.365813,7.962067,202992.0,Altai republic,109,West-Siberia rayon,1006,Siberia Federal Okrug,20.0,-3.8092225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,411,Altai Republic
1.0,0.1,30.9,5.7,10.1,2002,Altaj,4,114.8,5310.6,11.4,Ðåñïóáëèêà Àëòàé,1354.0,1707.0,3061.0,6.429,1.860819,8.57746,24.03173,62.840252,0.106392905,2.6148868,4.7431917,7.4424925,8.026497,202997.0,Altai republic,109,West-Siberia rayon,1006,Siberia Federal Okrug,20.0,-3.6434863,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,412,Altai Republic
1.0,0.1,25.9,6.4,10.6,2003,Altaj,4,116.2,6903.9,10.2,Ðåñïóáëèêà Àëòàé,1451.0,1722.0,3173.0,6.463,1.8660936,8.839842,20.037136,65.60421,0.11883027,3.2741313,4.755313,7.4512415,8.062433,203126.0,Altai republic,109,West-Siberia rayon,1006,Siberia Federal Okrug,20.0,-3.3817399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,413,Altai Republic
1.1,0.1,25.4,6.7,11.2,2004,Altaj,4,89.9,8516.7,9.6,Ðåñïóáëèêà Àëòàé,1290.0,1725.0,3015.0,6.726,1.9059806,9.049785,18.88195,66.60719,0.11953613,3.527559,4.4986978,7.4529824,8.011355,203552.0,Altai republic,109,West-Siberia rayon,1006,Siberia Federal Okrug,20.0,-3.173892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,414,Altai Republic
1.2,0.1,27.1,6.0,11.7,2005,Altaj,4,96.5,8805.8,9.4,Ðåñïóáëèêà Àëòàé,1359.0,1811.0,3170.0,6.939,1.9371578,9.083166,19.52731,67.44487,0.103761345,3.4538746,4.569543,7.5016346,8.061487,204182.0,Altai republic,109,West-Siberia rayon,1006,Siberia Federal Okrug,20.0,-3.143601,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,415,Altai Republic
0.8,0.1,32.4,4.0,9.5,2006,Altaj,4,71.2,11609.4,11.4,Ðåñïóáëèêà Àëòàé,1290.0,1547.0,2837.0,6.036,1.7977415,9.3595705,26.838966,62.9556,0.07952286,2.345679,4.265493,7.344073,7.9505024,204930.0,Altai republic,109,West-Siberia rayon,1006,Siberia Federal Okrug,20.0,-2.8708532,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,416,Altai Republic
0.7,0.3,39.4,4.8,10.5,2007,Altaj,4,38.8,15108.5,8.9,Ðåñïóáëèêà Àëòàé,1182.0,1392.0,2574.0,6.95,1.9387417,9.623013,28.345325,60.43166,0.0828777,2.1319797,3.6584203,7.238497,7.853216,206255.0,Altai republic,109,West-Siberia rayon,1006,Siberia Federal Okrug,20.0,-2.613856,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,417,Altai Republic
0.8,0.4,46.7,6.0,10.5,2008,Altaj,4,24.5,18701.0,12.6,Ðåñïóáëèêà Àëòàé,1106.0,1443.0,2549.0,7.511,2.0163686,9.836332,31.087738,55.917984,0.0958594,1.7987152,3.198673,7.2744794,7.8434563,208165.0,Altai republic,109,West-Siberia rayon,1006,Siberia Federal Okrug,20.0,-2.409754,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,418,Altai Republic
0.8,0.4,60.7,5.5,10.4,2009,Altaj,4,35.244,19911.6,13.6,Ðåñïóáëèêà Àëòàé,1052.0,1440.0,2492.0,8.111,2.0932212,9.899057,37.41832,51.288372,0.08137098,1.3706754,3.5622952,7.2723985,7.820841,204687.0,Altai republic,109,West-Siberia rayon,1006,Siberia Federal Okrug,20.0,-2.33018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,419,Altai Republic
1.1,0.4,59.9,6.1,9.9,2010,Altaj,4,42.7,22393.7,12.2,Ðåñïóáëèêà Àëòàé,1114.0,1394.0,2508.0,7.979,2.0768132,10.016535,37.53603,49.63028,0.09174082,1.3222036,3.754199,7.2399325,7.827241,205386.0,Altai republic,109,West-Siberia rayon,1006,Siberia Federal Okrug,20.0,-2.2161117,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,420,Altai Republic
1.16,0.52,61.96,5.71,10.19,2011,Altaj,4,30.4,26380.8,12.8,Ðåñïóáëèêà Àëòàé,1141.0,1388.0,2529.0,8.2064,2.1049144,10.180391,37.751026,49.66855,0.08349581,1.3156875,3.4144425,7.235619,7.8355794,206530.0,Altai republic,109,West-Siberia rayon,1006,Siberia Federal Okrug,20.0,-2.0578096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,421,Altai Republic
1.0,0.5,62.9,5.2,9.9,2012,Altaj,4,31.5,30444.6,11.6,Ðåñïóáëèêà Àëòàé,1085.0,1331.0,2416.0,8.049,2.085548,10.323664,39.073177,49.19866,0.07752516,1.2591414,3.4499876,7.193686,7.7898684,208425.0,Altai republic,109,West-Siberia rayon,1006,Siberia Federal Okrug,20.0,-1.9236709,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,422,Altai Republic
1.0,0.4,59.5,4.2,9.1,2013,Altaj,4,26.1,33313.5,11.5,Ðåñïóáëèêà Àëòàé,1062.0,1330.0,2392.0,7.399,2.001345,10.413718,40.208134,49.195835,0.06811731,1.2235295,3.2619352,7.192934,7.7798853,210344.0,Altai republic,109,West-Siberia rayon,1006,Siberia Federal Okrug,21.0,-1.8427813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,423,Altai Republic
1.4,0.4,39.0,4.2,8.8,2014,Altaj,4,21.629,39134.5,10.4,Ðåñïóáëèêà Àëòàé,1053.0,1312.0,2365.0,6.302,1.840867,10.5747595,30.942556,55.855286,0.079974614,1.8051282,3.074035,7.179308,7.768533,211645.0,Altai republic,109,West-Siberia rayon,1006,Siberia Federal Okrug,21.0,-1.6879061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,424,Altai Republic
1.5,0.4,35.2,4.1,8.4,2015,Altaj,4,,,9.7,Ðåñïóáëèêà Àëòàé,1070.0,1275.0,2345.0,5.952,1.7837273,,29.569891,56.451614,0.082661286,1.9090909,,7.1507015,7.7600408,213703.0,Altai republic,109,West-Siberia rayon,1006,Siberia Federal Okrug,21.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,425,Altai Republic
0.5,0.3,3.8,4.8,2.0,1998, Dagestan,5,0.7,8480.3,30.2,Ðåñïóáëèêà Äàãåñòàí,7499.0,8294.0,15793.0,1.746,0.5573275,9.045501,10.882015,45.819016,0.3298969,4.2105265,-0.35667497,9.023288,9.667322,2362573.0,Dagestan republic,107,North-Caucasian rayon,1003,Southern Federal Okrug,236.0,-5.629761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,508,Republic of Dagestan
0.2,0.1,1.6,3.8,1.0,1999, Dagestan,5,1.4,13014.1,27.8,Ðåñïóáëèêà Äàãåñòàí,7447.0,8573.0,16020.0,1.0,0.0,9.473788,8.0,40.0,0.456,5.0,0.3364722,9.056373,9.681593,2417456.0,Dagestan republic,107,North-Caucasian rayon,1003,Southern Federal Okrug,241.0,-5.224438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,509,Republic of Dagestan
